,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6),Effectidor
197,197,197,197,197,197,198,NP_459203.1,fimbrial protein,STM0198,stfE,234750,235262,+,NC_003197.2,0,0,0,0
198,198,198,198,198,198,199,NP_459204.1,fimbrial protein,STM0199,stfF,235259,235735,+,NC_003197.2,0,0,0,0
199,199,199,199,199,199,200,NP_459205.1,fimbrial protein,STM0200,stfG,235735,236265,+,NC_003197.2,0,0,0,0
200,200,200,200,200,200,201,NP_459206.1,hypothetical protein,STM0201,,236265,237104,+,NC_003197.2,0,0,0,0
201,201,201,201,201,201,202,NP_459207.1,"glutamate-1-semialdehyde-2,1-aminomutase",STM0202,hemL,237212,238492,-,NC_003197.2,0,0,0,0
202,202,202,202,202,202,203,NP_459208.1,chloride channel protein,STM0203,yadQ,238662,240083,+,NC_003197.2,0,0,0,0
203,203,203,203,203,203,204,NP_459209.3,putative HesB-like domain protein,STM0204,yadR,240120,240509,+,NC_003197.2,0,0,0,0
204,204,204,204,204,204,205,NP_459210.1,hypothetical protein,STM0205,yadS,240610,241233,-,NC_003197.2,0,0,0,0
205,205,205,205,205,205,206,NP_459211.1,vitamin B12 ABC transporter substrate-binding protein BtuF,STM0206,btuF,241270,242070,-,NC_003197.2,0,0,0,0
206,206,206,206,206,206,207,NP_459212.1,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,STM0207,pfs,242063,242761,-,NC_003197.2,0,0,0,0
207,207,207,207,207,207,208,NP_459213.1,dGTPase,STM0208,dgt,242846,244363,+,NC_003197.2,0,0,0,0
208,208,208,208,208,208,209,NP_459214.1,serine endoprotease,STM0209,htrA,244493,245920,+,NC_003197.2,0,0,0,0
209,209,209,209,209,209,210,NP_459215.1,carbohydrate diacid regulon transcriptional regulator CdaR,STM0210,cdaR,246073,247230,+,NC_003197.2,0,0,0,0
210,210,210,210,210,210,211,NP_459216.1,hypothetical protein,STM0211,yaeH,247319,247705,-,NC_003197.2,0,0,0,0
211,211,211,211,211,211,212,NP_459217.1,MFS transporter,STM0212,,247952,249253,+,NC_003197.2,0,0,0,0
212,212,212,212,212,212,213,NP_459218.1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",STM0213,dapD,249290,250114,-,NC_003197.2,0,0,0,0
213,213,213,213,213,213,214,NP_459219.1,[protein-PII,STM0214,glnD,250144,252816,-,NC_003197.2,0,0,0,0
214,214,214,214,214,214,215,NP_459220.1,type I methionyl aminopeptidase,STM0215,map,253053,253847,-,NC_003197.2,0,0,0,0
215,215,215,215,215,215,216,NP_459221.1,30S ribosomal protein S2,STM0216,rpsB,254298,255023,+,NC_003197.2,0,0,0,0
216,216,216,216,216,216,217,NP_459222.1,translation elongation factor Ts,STM0217,tsf,255281,256132,+,NC_003197.2,0,0,0,0
217,217,217,217,217,217,218,NP_459223.1,UMP kinase,STM0218,pyrH,256277,257002,+,NC_003197.2,0,0,0,0
218,218,218,218,218,218,219,NP_459224.1,ribosome recycling factor,STM0219,frr,257149,257706,+,NC_003197.2,0,0,0,0
219,219,219,219,219,219,220,NP_459225.1,1-deoxy-D-xylulose-5-phosphate reductoisomerase,STM0220,dxr,257847,259043,+,NC_003197.2,0,0,0,0
220,220,220,220,220,220,221,NP_459226.1,"(2E,6E)-farnesyl- diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase",STM0221,uppS,259356,260114,+,NC_003197.2,0,0,0,0
221,221,221,221,221,221,222,NP_459227.1,phosphatidate cytidylyltransferase,STM0222,cdsA,260127,260984,+,NC_003197.2,0,0,0,0
222,222,222,222,222,222,223,NP_459228.1,RIP metalloprotease RseP,STM0223,yaeL,260996,262348,+,NC_003197.2,0,0,0,0
223,223,223,223,223,223,224,NP_459229.1,outer membrane protein assembly factor BamA,STM0224,yaeT,262380,264794,+,NC_003197.2,0,0,0,0
224,224,224,224,224,224,225,NP_459230.1,molecular chaperone,STM0225,hlpA,264917,265402,+,NC_003197.2,0,0,0,0
225,225,225,225,225,225,226,NP_459231.1,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,STM0226,lpxD,265406,266431,+,NC_003197.2,0,0,0,0
226,226,226,226,226,226,227,NP_459232.1,3-hydroxyacyl-[acyl-carrier-protein,STM0227,fabZ,266537,266992,+,NC_003197.2,0,0,0,0
227,227,227,227,227,227,228,NP_459233.1,acyl-[acyl-carrier-protein,STM0228,lpxA,266996,267784,+,NC_003197.2,0,0,0,0
228,228,228,228,228,228,229,NP_459234.1,lipid-A-disaccharide synthase,STM0229,lpxB,267784,268932,+,NC_003197.2,0,0,0,0
229,229,229,229,229,229,230,NP_459235.1,ribonuclease HII,STM0230,rnhB,268929,269525,+,NC_003197.2,0,0,0,0
230,230,230,230,230,230,231,NP_459236.1,DNA polymerase III subunit alpha,STM0231,dnaE,269549,273031,+,NC_003197.2,0,0,0,0
231,231,231,231,231,231,232,NP_459237.1,acetyl-CoA carboxylase carboxyltransferase subunit alpha,STM0232,accA,273044,274003,+,NC_003197.2,0,0,0,0
232,232,232,232,232,232,233,NP_459238.1,chitinase,STM0233,,274184,275947,+,NC_003197.2,0,0,0,0
233,233,233,233,233,233,234,NP_459239.1,lysine decarboxylase LdcC,STM0234,ldcC,276023,278164,+,NC_003197.2,0,0,0,0
234,234,234,234,234,234,235,NP_459240.1,VOC family protein,STM0235,yaeR,278220,278609,+,NC_003197.2,0,0,0,0
235,235,235,235,235,235,236,NP_459241.1,tRNA lysidine(34) synthetase TilS,STM0236,mesJ,278672,279964,+,NC_003197.2,0,0,0,0
236,236,236,236,236,236,237,NP_459242.1,Rho-binding antiterminator,STM0237,rof,280048,280308,-,NC_003197.2,0,1,0,0
237,237,237,237,237,237,238,NP_459243.1,putative cytoplasmic protein,STM0238,yaeP,280295,280513,-,NC_003197.2,0,1,0,0
238,238,238,238,238,238,239,NP_459244.1,hypothetical protein,STM0239,yaeQ,280693,281238,+,NC_003197.2,0,0,0,0
239,239,239,239,239,239,240,NP_459245.1,aminoacyl-tRNA hydrolase,STM0240,yaeJ,281235,281657,+,NC_003197.2,0,0,0,0
240,240,240,240,240,240,241,NP_459246.1,proline--tRNA ligase,STM0242,proS,282468,284186,-,NC_003197.2,0,0,0,0
241,241,241,241,241,241,242,NP_459247.1,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,STM0243,yaeB,284297,285004,-,NC_003197.2,0,0,0,0
242,242,242,242,242,242,243,NP_459248.1,Rcs stress response system protein RcsF,STM0244,rcsF,285001,285405,-,NC_003197.2,0,0,0,0
243,243,243,243,243,243,244,NP_459249.1,methionine ABC transporter substrate-binding protein MetQ,STM0245,yaeC,285524,286339,-,NC_003197.2,0,0,0,0
244,244,244,244,244,244,245,NP_459250.1,DL-methionine transporter permease subunit,STM0246,yaeE,286378,287031,-,NC_003197.2,0,0,0,0
245,245,245,245,245,245,246,NP_459251.1,"D-methionine ABC transporter, ATP-binding protein",STM0247,abc,287024,288055,-,NC_003197.2,0,0,0,0
246,246,246,246,246,246,247,NP_459252.1,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase",STM0248,yaeD,288245,288811,+,NC_003197.2,0,0,0,0
247,247,247,247,247,247,248,NP_459253.1,"2,5-didehydrogluconate reductase B",STM0255,yafB,295070,295873,+,NC_003197.2,0,0,0,0
248,248,248,248,248,248,249,NP_459254.1,putative LysR family transcriptional regulator,STM0256,yafC,295894,296808,-,NC_003197.2,0,0,0,0
249,249,249,249,249,249,250,NP_459255.1,MFS sugar transporter,STM0257,,296913,298088,+,NC_003197.2,0,0,0,0
250,250,250,250,250,250,251,NP_459256.1,putative cytoplasmic protein,STM0258,yafD,298241,299020,+,NC_003197.2,0,1,0,0
251,251,251,251,251,251,252,NP_459257.1,SAM-dependent methyltransferase,STM0259,yafE,299098,299868,+,NC_003197.2,0,0,0,0
252,252,252,252,252,252,253,NP_459258.1,murein transglycosylase D,STM0260,dniR,299924,301291,-,NC_003197.2,0,0,0,0
253,253,253,253,253,253,254,NP_459259.1,hydroxyacylglutathione hydrolase,STM0261,gloB,301363,302118,-,NC_003197.2,0,0,0,0
254,254,254,254,254,254,255,NP_459260.1,putative SAM-dependent methyltransferase,STM0262,yafS,302153,302875,+,NC_003197.2,0,0,0,0
255,255,255,255,255,255,256,NP_459261.1,ribonuclease HI,STM0263,rnhA,302872,303339,-,NC_003197.2,0,0,0,0
256,256,256,256,256,256,257,NP_459262.1,"DNA polymerase III, epsilon subunit",STM0264,dnaQ,303403,304134,+,NC_003197.2,0,0,0,0
257,257,257,257,257,257,258,NP_459263.1,hypothetical protein,STM0266,,304666,305721,-,NC_003197.2,0,0,0,0
258,258,258,258,258,258,259,NP_459264.1,sciB domain protein,STM0267,,305732,306727,-,NC_003197.2,0,0,0,0
259,259,259,259,259,259,260,NP_459265.1,type VI secretion protein,STM0268,,306724,308607,-,NC_003197.2,0,0,0,0
260,260,260,260,260,260,261,NP_459266.1,hypothetical protein,STM0269,,308623,309117,-,NC_003197.2,0,0,0,0
261,261,261,261,261,261,262,NP_459267.1,impE family protein,STM0270,,309114,309938,-,NC_003197.2,0,1,1,0
262,262,262,262,262,262,263,NP_459268.1,hypothetical protein,STM0271,,309925,310827,-,NC_003197.2,0,1,1,0
263,263,263,263,263,263,264,NP_459269.1,ClpV1 family T6SS ATPase,STM0272,,311195,313834,+,NC_003197.2,0,0,0,0
264,264,264,264,264,264,265,NP_459270.1,type VI secretion system-associated protein,STM0273,,313934,314476,+,NC_003197.2,0,0,0,0
265,265,265,265,265,265,266,NP_459271.1,EvpB family type VI secretion protein,STM0274,,314500,316008,+,NC_003197.2,0,0,0,0
266,266,266,266,266,266,267,NP_459272.1,invasol SirA,STM0274A,,316071,316181,+,NC_003197.2,0,0,0,0
267,267,267,267,267,267,268,NP_459273.3,putative cytoplasmic protein,STM0275,,316308,316640,+,NC_003197.2,0,0,0,0
268,268,268,268,268,268,269,NP_459274.1,Hcp1 family type VI secretion system effector,STM0276,,316894,317379,+,NC_003197.2,0,0,0,0
269,269,269,269,269,269,270,NP_459275.1,hypothetical protein,STM0277,,317684,318169,+,NC_003197.2,0,0,0,1
270,270,270,270,270,270,271,NP_459276.1,putative periplasmic protein,STM0278,,318154,318537,+,NC_003197.2,0,0,0,0
271,271,271,271,271,271,272,NP_459277.1,Hcp1 family type VI secretion system effector,STM0279,,318680,319165,+,NC_003197.2,0,0,0,0
272,272,272,272,272,272,273,NP_459278.1,type VI secretion system-associated lipoprotein,STM0280,,319232,319768,+,NC_003197.2,0,0,0,0
273,273,273,273,273,273,274,NP_459279.1,type VI secretion system-associated protein,STM0281,,319772,321115,+,NC_003197.2,0,0,0,0
274,274,274,274,274,274,275,NP_459280.1,hypothetical protein,STM0282,,321112,322416,+,NC_003197.2,0,0,0,0
275,275,275,275,275,275,276,NP_459281.1,hypothetical protein,STM0283,,322421,323194,+,NC_003197.2,0,0,0,0
276,276,276,276,276,276,277,NP_459282.1,putative shiga-like toxin A subunit,STM0284,,323397,323828,+,NC_003197.2,0,0,0,0
277,277,277,277,277,277,278,NP_459283.1,hypothetical protein,STM0285,,323862,327731,+,NC_003197.2,0,0,0,0
278,278,278,278,278,278,279,NP_459284.1,hypothetical protein,STM0286,,327731,328519,+,NC_003197.2,0,1,1,0
279,279,279,279,279,279,280,NP_459285.1,putative periplasmic protein,STM0287,,328516,328932,+,NC_003197.2,0,0,0,0
280,280,280,280,280,280,281,NP_459286.1,putative cytoplasmic protein,STM0288,,328956,329477,+,NC_003197.2,0,0,0,0
281,281,281,281,281,281,282,NP_459287.1,type VI secretion protein Vgr,STM0289,,329874,332063,+,NC_003197.2,0,0,0,0
282,282,282,282,282,282,283,NP_459288.1,hypothetical protein,STM0290,,332087,332533,+,NC_003197.2,0,1,0,0
283,283,283,283,283,283,284,NP_459289.1,putative RHS-family protein,STM0291,,332552,336646,+,NC_003197.2,0,0,0,0
284,284,284,284,284,284,285,NP_459290.1,putative RHS-family protein,STM0292,,337096,337836,+,NC_003197.2,0,0,0,0
285,285,285,285,285,285,286,NP_459291.1,hypothetical protein,STM0293,,337830,338276,+,NC_003197.2,0,0,0,0
286,286,286,286,286,286,287,NP_459292.1,phosphotriesterase,STM0294,,338839,339276,+,NC_003197.2,0,0,0,0
287,287,287,287,287,287,288,NP_459293.1,putative cytoplasmic protein,STM0295,,340045,340353,+,NC_003197.2,0,0,0,0
288,288,288,288,288,288,289,NP_446753.1,putative cytoplasmic protein,STM0296,,340455,340703,-,NC_003197.2,0,0,0,0
289,289,289,289,289,289,290,NP_459297.1,putative outer membrane protein,STM0299,safA,342210,342722,+,NC_003197.2,0,0,0,0
290,290,290,290,290,290,291,NP_459298.1,putative fimbriae assembly chaparone,STM0300,safB,342830,343543,+,NC_003197.2,0,0,0,0
291,291,291,291,291,291,292,NP_459299.1,pilin outer membrane usher protein SafC,STM0301,safC,343567,346077,+,NC_003197.2,0,0,0,0
292,292,292,292,292,292,293,NP_459300.1,pilin structural protein SafD,STM0302,safD,346099,346569,+,NC_003197.2,0,0,0,0
293,293,293,293,293,293,294,NP_459301.1,carbohydrate transporter,STM0303,ybeJ,346975,347796,+,NC_003197.2,0,0,0,0
294,294,294,294,294,294,295,NP_459302.1,transcriptional regulator,STM0304,sinR,348611,349558,+,NC_003197.2,0,0,0,0
295,295,295,295,295,295,296,NP_459303.1,hypothetical protein,STM0305,,349675,349890,+,NC_003197.2,0,0,0,0
296,296,296,296,296,296,297,NP_459304.1,adhesin,STM0306,,349894,350613,-,NC_003197.2,0,0,0,0
297,297,297,297,297,297,298,NP_459305.1,hypothetical protein,STM0307,,350944,351351,-,NC_003197.2,0,0,0,0
298,298,298,298,298,298,299,NP_459306.1,putative amidohydrolase,STM0308,yafV,351722,352489,-,NC_003197.2,0,0,0,0
299,299,299,299,299,299,300,NP_459307.1,putative acyl-CoA dehydrogenase,STM0309,yafH,352598,355042,-,NC_003197.2,0,0,0,0
300,300,300,300,300,300,301,NP_459308.1,phosphoheptose isomerase,STM0310,ghmA,355282,355860,+,NC_003197.2,0,0,0,0
301,301,301,301,301,301,302,NP_459309.1,class II glutamine amidotransferase,STM0311,yafJ,356073,356840,+,NC_003197.2,0,0,0,0
302,302,302,302,302,302,303,NP_459310.1,transpeptidase,STM0312,yafK,356811,357551,-,NC_003197.2,0,0,0,0
303,303,303,303,303,303,304,NP_459311.1,DNA polymerase IV,STM0313,dinP,357801,358856,+,NC_003197.2,0,0,0,0
304,304,304,304,304,304,305,NP_459312.1,peptide chain release factor H,STM0315,prfH,360204,360818,+,NC_003197.2,0,0,0,0
305,305,305,305,305,305,306,NP_459313.1,cytosol nonspecific dipeptidase,STM0316,pepD,360974,362431,-,NC_003197.2,0,0,0,0
306,306,306,306,306,306,307,NP_459314.1,xanthine phosphoribosyltransferase,STM0317,gpt,362680,363138,+,NC_003197.2,0,0,0,0
307,307,307,307,307,307,308,NP_459315.1,fermentation/respiration switch protein,STM0318,yafA,363227,364471,+,NC_003197.2,0,0,0,0
308,308,308,308,308,308,309,NP_459316.1,sigma factor-binding protein Crl,STM0319,crl,364529,364930,+,NC_003197.2,0,0,0,0
309,309,309,309,309,309,310,NP_459317.1,phosphoporin PhoE,STM0320,phoE,364981,366033,-,NC_003197.2,0,0,0,0
310,310,310,310,310,310,311,NP_459318.1,glutamate 5-kinase,STM0321,proB,366316,367419,+,NC_003197.2,0,0,0,0
311,311,311,311,311,311,312,NP_459319.1,glutamate-5-semialdehyde dehydrogenase,STM0322,proA,367431,368681,+,NC_003197.2,0,0,0,0
312,312,312,312,312,312,313,NP_446779.1,putative inner membrane protein,STM0324,,369159,369380,+,NC_003197.2,0,0,0,0
313,313,313,313,313,313,314,NP_459321.1,transposase,STM0325,,369198,369998,-,NC_003197.2,0,0,0,0
314,314,314,314,314,314,315,NP_459322.1,hypothetical protein,STM0327,,370740,371063,+,NC_003197.2,0,0,0,0
315,315,315,315,315,315,316,NP_459323.3,putative permease,STM0328,,371404,372642,+,NC_003197.2,0,0,0,0
316,316,316,316,316,316,317,NP_459324.1,3-isopropylmalate dehydratase large subunit,STM0329,,372774,374195,+,NC_003197.2,0,0,0,0
317,317,317,317,317,317,318,NP_459325.1,3-isopropylmalate dehydratase small subunit,STM0330,,374197,374823,+,NC_003197.2,0,0,0,0
318,318,318,318,318,318,319,NP_459326.1,"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase",STM0331,,374838,375716,+,NC_003197.2,0,0,0,0
319,319,319,319,319,319,320,NP_459327.1,hydrolase,STM0332,,375716,376630,+,NC_003197.2,0,0,0,0
320,320,320,320,320,320,321,NP_459328.1,putative LysR family transcriptional regulator,STM0333,,376664,377629,+,NC_003197.2,0,0,0,0
321,321,321,321,321,321,322,NP_459329.1,putative cytoplasmic protein,STM0334,,377574,377846,-,NC_003197.2,0,0,0,0
322,322,322,322,322,322,323,NP_459330.1,hypothetical protein,STM0335,,378537,378935,+,NC_003197.2,0,0,0,0
323,323,323,323,323,323,324,NP_459331.1,fimbrial assembly protein,STM0336,stbE,378982,379740,-,NC_003197.2,0,0,0,0
324,324,324,324,324,324,325,NP_459332.1,fimbrial protein,STM0337,stbD,379706,381031,-,NC_003197.2,0,0,0,0
325,325,325,325,325,325,326,NP_459333.1,fimbrial assembly protein,STM0338,stbC,381036,383597,-,NC_003197.2,0,0,0,0
326,326,326,326,326,326,327,NP_459334.1,fimbrial chaperone protein StbB,STM0339,stbB,383581,384342,-,NC_003197.2,0,0,0,0
327,327,327,327,327,327,328,NP_459335.1,fimbrial protein,STM0340,stbA,384404,384940,-,NC_003197.2,0,0,0,0
328,328,328,328,328,328,329,NP_459336.1,putative inner membrane protein,STM0341,,385574,386338,+,NC_003197.2,0,0,0,0
329,329,329,329,329,329,330,NP_459337.1,putative periplasmic protein,STM0342,,386311,386610,+,NC_003197.2,0,0,0,0
330,330,330,330,330,330,331,NP_459338.1,putative diguanylate cyclase/phosphodiesterase domain 1,STM0343,,387110,388684,+,NC_003197.2,0,0,0,0
331,331,331,331,331,331,332,NP_459339.1,putative response regulator,STM0344,,388784,389527,+,NC_003197.2,0,0,0,0
332,332,332,332,332,332,333,NP_459340.1,hypothetical protein,STM0345,,389500,389988,+,NC_003197.2,0,0,0,0
333,333,333,333,333,333,334,NP_459341.1,hypothetical protein,STM0346,,390389,390913,+,NC_003197.2,0,0,0,0
334,334,334,334,334,334,335,NP_459342.1,transcriptional regulator,STM0347,,391057,391698,+,NC_003197.2,0,1,1,0
335,335,335,335,335,335,336,NP_459343.1,hypothetical protein,STM0348,,391709,391933,+,NC_003197.2,0,0,0,0
336,336,336,336,336,336,337,NP_459344.1,hypothetical protein,STM0349,,391991,392350,+,NC_003197.2,0,0,0,0
337,337,337,337,337,337,338,NP_459345.3,homology to outer membrane efflux protein,STM0350,,392420,393931,-,NC_003197.2,0,0,0,0
338,338,338,338,338,338,339,NP_459346.1,multidrug efflux RND transporter permease subunit,STM0351,,393894,397061,-,NC_003197.2,0,0,0,0
339,339,339,339,339,339,340,NP_459347.3,efflux transporter periplasmic adaptor subunit,STM0352,,397058,398284,-,NC_003197.2,0,0,0,0
340,340,340,340,340,340,341,NP_459348.1,copper-translocating P-type ATPase,STM0353,,398561,400849,+,NC_003197.2,0,0,0,0
341,341,341,341,341,341,342,NP_459349.1,Cu(I)-responsive transcriptional regulator,STM0354,,400861,401325,+,NC_003197.2,0,0,0,0
342,342,342,342,342,342,343,NP_459350.1,heavy metal transport/detoxification protein,STM0355,,401403,401597,+,NC_003197.2,0,0,0,0
343,343,343,343,343,343,344,NP_459351.1,MFS transporter,STM0356,,401890,403143,+,NC_003197.2,0,0,0,0
344,344,344,344,344,344,345,NP_459352.1,restriction endonuclease,STM0357,mod,403332,405290,+,NC_003197.2,0,0,0,0
345,345,345,345,345,345,346,NP_459353.3,DNA restriction (DNA helicase),STM0358,res,405300,408272,+,NC_003197.2,0,0,0,0
346,346,346,346,346,346,347,NP_459354.1,hypothetical protein,STM0359,,408549,408650,+,NC_003197.2,0,0,0,0
347,347,347,347,347,347,348,NP_459355.1,cytochrome ubiquinol oxidase subunit I,STM0360,,408767,410170,+,NC_003197.2,0,0,0,0
348,348,348,348,348,348,349,NP_459356.1,cytochrome BD2 subunit II,STM0361,,410167,411177,+,NC_003197.2,0,0,0,0
349,349,349,349,349,349,350,NP_459357.2,DUF2474 domain-containing protein,STM0362,,411177,411308,+,NC_003197.2,0,0,0,0
350,350,350,350,350,350,351,NP_459358.1,AraC family transcriptional regulator,STM0363,,411514,412518,+,NC_003197.2,0,1,0,0
351,351,351,351,351,351,352,NP_459359.1,ferrioxamine receptor,STM0364,foxA,412664,414772,+,NC_003197.2,0,0,0,0
352,352,352,352,352,352,353,NP_459360.1,hypothetical protein,STM0365,yahN,414813,415445,-,NC_003197.2,0,0,0,0
353,353,353,353,353,353,354,NP_459361.1,hypothetical protein,STM0366,yahO,415677,415952,+,NC_003197.2,0,0,0,0
354,354,354,354,354,354,355,NP_459362.1,propionate catabolism operon regulatory protein PrpR,STM0367,prpR,416088,417713,-,NC_003197.2,0,0,0,0
355,355,355,355,355,355,356,NP_459363.1,methylisocitrate lyase,STM0368,prpB,417978,418865,+,NC_003197.2,0,0,0,0
356,356,356,356,356,356,357,NP_459364.1,2-methylcitrate synthase,STM0369,prpC,418988,420157,+,NC_003197.2,0,0,0,0
357,357,357,357,357,357,358,NP_459365.1,2-methylcitrate dehydratase,STM0370,prpD,420197,421648,+,NC_003197.2,0,0,0,0
358,358,358,358,358,358,359,NP_459366.1,propionate--CoA ligase,STM0371,prpE,421689,423575,+,NC_003197.2,0,0,0,0
359,359,359,359,359,359,360,NP_459367.1,delta-aminolevulinic acid dehydratase,STM0372,hemB,423679,424653,-,NC_003197.2,0,0,0,0
360,360,360,360,360,360,361,NP_459368.1,autotransporter outer membrane beta-barrel domain-containing protein,STM0373,yaiU,425166,428102,+,NC_003197.2,0,0,0,0
361,361,361,361,361,361,362,NP_459369.1,transcriptional regulator,STM0374,yaiV,428188,428811,+,NC_003197.2,0,0,0,0
362,362,362,362,362,362,363,NP_459370.3,penicillin- binding protein,STM0375,ampH,428856,429986,-,NC_003197.2,0,0,0,0
363,363,363,363,363,363,364,NP_459371.1,peptide transporter,STM0376,sbmA,430360,431580,+,NC_003197.2,0,0,0,0
364,364,364,364,364,364,365,NP_459372.1,hypothetical protein,STM0377,yaiW,431595,432689,+,NC_003197.2,0,0,0,0
365,365,365,365,365,365,366,NP_459373.1,hypothetical protein,STM0378,yaiY,432727,433035,-,NC_003197.2,0,0,0,0
366,366,366,366,366,366,367,NP_459374.1,hypothetical protein,STM0379,yaiZ,433303,433518,+,NC_003197.2,0,0,0,0
367,367,367,367,367,367,368,NP_459375.1,D-alanine--D-alanine ligase A,STM0380,ddlA,433544,434638,-,NC_003197.2,0,0,0,0
368,368,368,368,368,368,369,NP_459376.1,hypothetical protein,STM0381,,434716,435429,+,NC_003197.2,0,0,0,0
369,369,369,369,369,369,370,NP_459377.1,multidrug transporter subunit MdtG,STM0382,,435598,436809,+,NC_003197.2,0,0,0,0
370,370,370,370,370,370,371,NP_459378.3,putative cytoplasmic protein,STM0383,yaiB,437100,437366,+,NC_003197.2,0,0,0,0
371,371,371,371,371,371,372,NP_459379.1,hypothetical protein,STM0384,psiF,437718,438038,+,NC_003197.2,0,0,0,0
372,372,372,372,372,372,373,NP_459380.1,diguanylate cyclase AdrA,STM0385,yaiC,438130,439242,+,NC_003197.2,0,0,0,0
373,373,373,373,373,373,374,NP_459381.1,pyrroline-5-carboxylate reductase,STM0386,proC,439257,440066,-,NC_003197.2,0,0,0,0
374,374,374,374,374,374,375,NP_459382.1,hypothetical protein,STM0387,yaiI,440206,440661,+,NC_003197.2,0,0,0,0
375,375,375,375,375,375,376,NP_459383.1,shikimate kinase II,STM0388,aroL,440846,441391,+,NC_003197.2,0,0,0,0
376,376,376,376,376,376,377,NP_459384.1,hypothetical protein,STM0389,yaiA,441418,441609,+,NC_003197.2,0,1,1,0
377,377,377,377,377,377,378,NP_459385.1,AroM protein,STM0390,aroM,441860,442537,+,NC_003197.2,0,0,0,0
378,378,378,378,378,378,379,NP_459386.1,hypothetical protein,STM0391,yaiE,442608,442892,+,NC_003197.2,0,0,0,0
379,379,379,379,379,379,380,NP_459387.1,recombination-associated protein RdgC,STM0392,rdgC,442930,443841,-,NC_003197.2,0,0,0,0
380,380,380,380,380,380,381,NP_459388.1,fructokinase,STM0393,yajF,443967,444875,+,NC_003197.2,0,0,0,0
381,381,381,381,381,381,382,NP_459389.1,MFS transporter AraJ,STM0394,araJ,444897,446069,-,NC_003197.2,0,0,0,0
382,382,382,382,382,382,383,NP_459390.1,exonuclease subunit SbcC,STM0395,sbcC,446242,449382,-,NC_003197.2,0,0,0,0
383,383,383,383,383,383,384,NP_459391.1,exonuclease subunit SbcD,STM0396,sbcD,449379,450581,-,NC_003197.2,0,0,0,0
