id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6)
278,NP_248969.1,hypothetical protein,PA0278,,312381,313133,-,NC_002516.2,0,0,0
279,NP_248970.1,transcriptional regulator,PA0279,,313227,313925,+,NC_002516.2,0,0,0
280,NP_248971.1,sulfate.thiosulfate ABC transporter ATP-binding protein CysA,PA0280,cysA,313938,314927,-,NC_002516.2,0,0,0
281,NP_248972.1,sulfate transporter CysW,PA0281,cysW,314931,315800,-,NC_002516.2,0,0,0
282,NP_248973.1,sulfate transporter CysT,PA0282,cysT,315811,316629,-,NC_002516.2,0,0,0
283,NP_248974.1,sulfate-binding protein,PA0283,sbp,316791,317789,-,NC_002516.2,0,0,0
284,NP_248975.1,hypothetical protein,PA0284,,317966,318148,-,NC_002516.2,0,0,0
285,NP_248976.1,hypothetical protein,PA0285,,318312,320594,-,NC_002516.2,0,0,0
286,NP_248977.1,delta-9 fatty acid desaturase DesA,PA0286,desA,320766,321944,+,NC_002516.2,0,0,0
287,NP_248978.1,3-guanidinopropionate transporter,PA0287,gpuP,322175,323560,+,NC_002516.2,0,0,0
288,NP_248979.1,guanidinopropionase,PA0288,gpuA,323616,324572,+,NC_002516.2,0,0,0
289,NP_248980.1,transcriptional activator GpuR,PA0289,gpuR,324625,325587,+,NC_002516.2,0,0,0
290,NP_248981.1,hypothetical protein,PA0290,,325700,326671,+,NC_002516.2,0,0,0
291,NP_248982.1,anaerobically-induced outer membrane porin OprE,PA0291,oprE,327284,328666,+,NC_002516.2,0,0,0
292,NP_248983.1,agmatine deiminase,PA0292,aguA,328801,329907,-,NC_002516.2,0,0,0
293,NP_248984.1,N-carbamoylputrescine amidohydrolase,PA0293,aguB,329993,330871,-,NC_002516.2,0,0,0
294,NP_248985.1,transcriptional regulator AguR,PA0294,aguR,331034,331699,-,NC_002516.2,0,0,0
295,NP_248986.1,polyamine binding protein,PA0295,,331762,332823,-,NC_002516.2,0,0,0
296,NP_248987.1,glutamine synthetase,PA0296,spuI,333079,334455,-,NC_002516.2,0,0,0
297,NP_248988.1,glutamine amidotransferase,PA0297,spuA,334734,335486,+,NC_002516.2,0,0,0
298,NP_248989.1,glutamine synthetase,PA0298,spuB,335527,336885,+,NC_002516.2,0,0,0
299,NP_248990.1,aminotransferase,PA0299,spuC,336951,338321,+,NC_002516.2,0,0,0
300,NP_248991.1,putrescine ABC transporter substrate-binding protein SpuD,PA0300,spuD,338437,339540,+,NC_002516.2,0,0,0
301,NP_248992.1,spermidine ABC transporter substrate-binding protein SpuE,PA0301,spuE,339959,341056,+,NC_002516.2,0,0,0
302,NP_248993.1,polyamine transporter PotG,PA0302,spuF,341111,342265,+,NC_002516.2,0,0,0
303,NP_248994.1,polyamine transporter PotH,PA0303,spuG,342292,343173,+,NC_002516.2,0,0,0
304,NP_248995.1,polyamine transporter PotI,PA0304,spuH,343256,344125,+,NC_002516.2,0,0,0
305,NP_248996.1,hypothetical protein,PA0305,,344303,346690,-,NC_002516.2,0,0,0
306,NP_248997.1,transcriptional regulator,PA0306,,346801,347853,+,NC_002516.2,0,0,0
307,YP_008719731.1,transcriptional regulator,PA0306a,,347832,348335,-,NC_002516.2,0,0,0
308,NP_248998.1,hypothetical protein,PA0307,,348440,349051,-,NC_002516.2,0,0,0
309,NP_248999.1,hypothetical protein,PA0308,,349050,350069,+,NC_002516.2,0,0,0
310,NP_249000.1,hypothetical protein,PA0309,,350089,350841,-,NC_002516.2,0,0,0
311,NP_249001.1,hypothetical protein,PA0310,,350890,351588,+,NC_002516.2,0,0,0
312,NP_249002.1,hypothetical protein,PA0311,,351610,352164,-,NC_002516.2,0,0,0
313,NP_249003.1,hypothetical protein,PA0312,,352430,352924,+,NC_002516.2,0,0,0
314,NP_249004.1,L-cysteine ABC transporter protein YecS,PA0313,,352927,353619,-,NC_002516.2,0,0,0
315,NP_249005.1,L-cysteine ABC transporter protein FliY,PA0314,,353691,354461,-,NC_002516.2,0,0,0
316,NP_249006.1,hypothetical protein,PA0315,,354754,355191,+,NC_002516.2,0,0,0
317,NP_249007.1,D-3-phosphoglycerate dehydrogenase,PA0316,serA,355248,356477,-,NC_002516.2,0,0,0
318,NP_249008.1,hypothetical protein,PA0317,,356681,358075,+,NC_002516.2,0,0,0
319,NP_249009.1,hypothetical protein,PA0318,,358167,358832,+,NC_002516.2,0,0,0
320,NP_249010.1,hypothetical protein,PA0319,,358931,359920,+,NC_002516.2,0,0,0
321,NP_249011.1,hypothetical protein,PA0320,,359982,360332,+,NC_002516.2,0,0,0
322,NP_249012.1,acetylpolyamine aminohydrolase,PA0321,,360413,361447,-,NC_002516.2,0,0,0
323,NP_249013.1,transporter,PA0322,,361463,362857,-,NC_002516.2,0,0,0
324,NP_249014.1,ABC transporter,PA0323,,363278,364321,-,NC_002516.2,0,0,0
325,NP_249015.1,ABC transporter permease,PA0324,,364369,365157,-,NC_002516.2,0,0,0
326,NP_249016.1,ABC transporter permease,PA0325,,365154,366083,-,NC_002516.2,0,0,0
327,NP_249017.1,ABC transporter ATP-binding protein,PA0326,,366080,367129,-,NC_002516.2,0,0,0
328,NP_249018.1,hypothetical protein,PA0327,,367457,368422,+,NC_002516.2,0,0,0
329,NP_249019.1,hypothetical protein,PA0328,,368462,370405,-,NC_002516.2,0,0,0
330,NP_249020.1,hypothetical protein,PA0329,,370706,371038,-,NC_002516.2,0,0,0
331,NP_249021.1,ribose-5-phosphate isomerase A,PA0330,rpiA,371162,371833,-,NC_002516.2,0,0,0
332,NP_249022.1,threonine dehydratase,PA0331,ilvA1,372091,373605,+,NC_002516.2,0,0,0
333,NP_249023.1,hypothetical protein,PA0332,,373725,374192,+,NC_002516.2,0,0,0
334,NP_249024.1,hypothetical protein,PA0333,,374243,375514,+,NC_002516.2,0,0,0
335,NP_249025.1,major facilitator superfamily transporter,PA0334,,375951,377189,-,NC_002516.2,0,0,0
336,NP_249026.1,hypothetical protein,PA0335,,377239,377892,-,NC_002516.2,0,0,0
337,NP_249027.1,RNA pyrophosphohydrolase,PA0336,ygdP,378096,378575,+,NC_002516.2,0,0,0
338,NP_249028.1,phosphoenolpyruvate-protein phosphotransferase PtsP,PA0337,ptsP,378598,380877,+,NC_002516.2,0,0,0
339,NP_249029.1,hypothetical protein,PA0338,,380903,382033,+,NC_002516.2,0,0,0
340,NP_249030.1,hypothetical protein,PA0339,,382037,382792,-,NC_002516.2,0,0,0
341,NP_249031.1,hypothetical protein,PA0340,,382914,383717,+,NC_002516.2,0,0,0
342,NP_249032.1,prolipoprotein diacylglyceryl transferase,PA0341,lgt,383727,384527,+,NC_002516.2,0,0,0
343,NP_249033.1,thymidylate synthase,PA0342,thyA,384733,385527,+,NC_002516.2,0,0,0
344,NP_249034.1,hypothetical protein,PA0343,,385554,386351,-,NC_002516.2,0,0,0
345,NP_249035.1,hypothetical protein,PA0344,,386386,387765,-,NC_002516.2,0,0,0
346,NP_249036.1,hypothetical protein,PA0345,,387758,389143,-,NC_002516.2,0,0,0
347,NP_249037.1,hypothetical protein,PA0346,,389334,389696,+,NC_002516.2,0,0,0
348,NP_249038.1,glycerophosphoryl diester phosphodiesterase,PA0347,glpQ,389733,390884,-,NC_002516.2,0,0,0
349,NP_249039.1,hypothetical protein,PA0348,,391094,392188,+,NC_002516.2,0,0,0
350,NP_249040.1,hypothetical protein,PA0349,,392185,393225,+,NC_002516.2,0,0,0
351,NP_249041.1,dihydrofolate reductase,PA0350,folA,393308,393814,+,NC_002516.2,0,0,0
352,NP_249042.1,hypothetical protein,PA0351,,393830,394303,-,NC_002516.2,0,0,0
353,NP_249043.1,transporter,PA0352,,394442,395827,-,NC_002516.2,0,0,0
354,NP_249044.1,dihydroxy-acid dehydratase,PA0353,ilvD,396057,397895,-,NC_002516.2,0,0,0
355,NP_249045.1,hypothetical protein,PA0354,,398224,399420,-,NC_002516.2,0,0,0
356,NP_249046.1,protease PfpI,PA0355,pfpI,399493,400032,-,NC_002516.2,0,0,0
357,NP_249047.1,hypothetical protein,PA0356,,400248,401072,+,NC_002516.2,0,0,0
358,NP_249048.1,formamidopyrimidine-DNA glycosylase,PA0357,mutM,401131,401943,+,NC_002516.2,0,0,0
359,NP_249049.1,hypothetical protein,PA0358,,402020,402598,+,NC_002516.2,0,0,0
360,NP_249050.1,hypothetical protein,PA0359,,402681,403025,+,NC_002516.2,0,0,0
361,NP_249051.1,hypothetical protein,PA0360,,403295,404281,+,NC_002516.2,0,0,0
362,NP_249052.1,gamma-glutamyltranspeptidase,PA0361,,404386,406119,-,NC_002516.2,0,0,0
363,NP_249053.1,4Fe-4S ferredoxin,PA0362,fdx1,406247,406498,-,NC_002516.2,0,0,0
364,NP_249054.1,phosphopantetheine adenylyltransferase,PA0363,coaD,406619,407098,-,NC_002516.2,0,0,0
365,NP_249055.1,oxidoreductase,PA0364,,407250,408845,-,NC_002516.2,0,0,0
366,NP_249056.1,hypothetical protein,PA0365,,408901,409449,-,NC_002516.2,0,0,0
367,NP_249057.1,coniferyl aldehyde dehydrogenase,PA0366,,409504,410934,-,NC_002516.2,0,0,0
368,NP_249058.1,transcriptional regulator,PA0367,,411224,411871,+,NC_002516.2,0,0,0
369,YP_008719732.1,acetyltransferase,PA0367a,,411856,412266,-,NC_002516.2,0,0,0
370,NP_249059.1,hypothetical protein,PA0368,,412329,413327,-,NC_002516.2,0,0,0
371,NP_249061.1,hypothetical protein,PA0370,,413933,414529,-,NC_002516.2,0,0,0
372,NP_249062.1,hypothetical protein,PA0371,,414529,416016,-,NC_002516.2,0,0,0
373,NP_249063.1,zinc protease,PA0372,,416009,417406,-,NC_002516.2,0,0,0
374,NP_249064.1,signal recognition particle receptor FtsY,PA0373,ftsY,417527,418894,+,NC_002516.2,0,0,0
375,NP_249065.1,cell division protein FtsE,PA0374,ftsE,418891,419562,+,NC_002516.2,0,0,0
376,NP_249066.1,cell division protein FtsX,PA0375,ftsX,419562,420569,+,NC_002516.2,0,0,0
377,NP_249067.1,RNA polymerase sigma factor RpoH,PA0376,rpoH,420683,421537,+,NC_002516.2,0,0,0
378,NP_249068.1,hypothetical protein,PA0377,,421602,422207,+,NC_002516.2,0,0,0
379,NP_249069.1,monofunctional biosynthetic peptidoglycan transglycosylase,PA0378,,422212,422943,-,NC_002516.2,0,0,0
380,NP_249070.1,hypothetical protein,PA0379,,422980,423357,+,NC_002516.2,0,0,0
381,NP_249071.1,sulfur carrier protein ThiS,PA0380,,423460,423660,+,NC_002516.2,0,0,0
382,NP_249072.1,thiazole synthase,PA0381,thiG,423719,424516,+,NC_002516.2,0,0,0
383,NP_249073.1,tRNA (guanine-N(7)-)-methyltransferase,PA0382,micA,424670,425341,+,NC_002516.2,0,0,0
384,NP_249074.1,hypothetical protein,PA0383,,425504,426850,+,NC_002516.2,0,0,0
385,NP_249075.1,hypothetical protein,PA0384,,426863,427120,-,NC_002516.2,0,0,0
386,NP_249076.1,hypothetical protein,PA0385,,427182,427505,-,NC_002516.2,0,0,0
387,NP_249077.1,coproporphyrinogen III oxidase,PA0386,,427586,428740,-,NC_002516.2,0,0,0
388,NP_249078.1,non-canonical purine NTP pyrophosphatase,PA0387,,428861,429454,-,NC_002516.2,0,0,0
389,NP_249079.1,hypothetical protein,PA0388,,429451,429870,-,NC_002516.2,0,0,0
390,NP_249080.1,hypothetical protein,PA0389,,430002,430622,-,NC_002516.2,0,0,0
391,NP_249081.1,homoserine O-acetyltransferase,PA0390,metX,430630,431769,-,NC_002516.2,0,0,0
392,NP_249082.1,hypothetical protein,PA0391,,431858,433825,-,NC_002516.2,0,0,0
393,NP_249083.1,hypothetical protein,PA0392,,434226,434819,-,NC_002516.2,0,0,0
394,NP_249084.1,pyrroline-5-carboxylate reductase,PA0393,proC,434830,435651,-,NC_002516.2,0,0,0
395,NP_249085.1,hypothetical protein,PA0394,,435663,436355,-,NC_002516.2,0,0,0
396,NP_249086.1,twitching motility protein PilT,PA0395,pilT,436570,437604,+,NC_002516.2,0,0,0
397,NP_249087.1,twitching motility protein PilU,PA0396,pilU,437782,438930,+,NC_002516.2,0,0,0
398,NP_249088.1,cation efflux system protein,PA0397,,438938,439837,-,NC_002516.2,0,0,0
399,NP_249089.1,hypothetical protein,PA0398,,439991,440395,+,NC_002516.2,0,0,0
400,NP_249090.1,cystathionine beta-synthase,PA0399,,440638,442011,+,NC_002516.2,0,0,0
401,NP_249091.1,cystathionine gamma-lyase,PA0400,,442008,443192,+,NC_002516.2,0,0,0
402,NP_249092.1,dihydroorotase,PA0401,,443419,444690,-,NC_002516.2,0,0,0
403,NP_249093.1,aspartate carbamoyltransferase,PA0402,pyrB,444687,445691,-,NC_002516.2,0,0,0
404,NP_249094.1,bifunctional pyrimidine regulatory protein PyrR/uracil phosphoribosyltransferase,PA0403,pyrR,445715,446227,-,NC_002516.2,0,0,0
405,NP_249095.1,Holliday junction resolvase,PA0404,,446339,446773,-,NC_002516.2,0,0,0
406,NP_249096.1,hypothetical protein,PA0405,,446773,447342,-,NC_002516.2,0,0,0
407,NP_249097.1,transporter TonB,PA0406,tonB3,447391,448350,-,NC_002516.2,0,0,0
408,NP_249098.1,glutathione synthetase,PA0407,gshB,448431,449384,-,NC_002516.2,0,0,0
409,NP_249099.1,pilus biosynthesis/twitching motility protein PilG,PA0408,pilG,449639,450046,+,NC_002516.2,0,0,0
410,NP_249100.1,twitching motility protein PilH,PA0409,pilH,450093,450458,+,NC_002516.2,0,0,0
411,NP_249101.1,twitching motility protein PilI,PA0410,pilI,450509,451045,+,NC_002516.2,0,0,0
412,NP_249102.1,twitching motility protein PilJ,PA0411,pilJ,451130,453178,+,NC_002516.2,0,0,0
413,NP_249103.1,methyltransferase PilK,PA0412,pilK,453239,454114,+,NC_002516.2,0,0,0
414,NP_249104.1,chemotactic signal transduction system protein,PA0413,chpA,454126,461544,+,NC_002516.2,0,0,0
415,NP_249105.1,methylesterase,PA0414,chpB,461537,462568,+,NC_002516.2,0,0,0
416,NP_249106.1,chemotaxis protein,PA0415,chpC,462565,463071,+,NC_002516.2,0,0,0
417,NP_249107.1,transcriptional regulator,PA0416,chpD,463079,463873,+,NC_002516.2,0,0,0
418,NP_249108.1,chemotactic transduction protein ChpE,PA0417,chpE,463949,464560,+,NC_002516.2,0,0,0
419,NP_249109.1,hypothetical protein,PA0418,,464568,465983,-,NC_002516.2,0,0,0
420,NP_249110.1,16S ribosomal RNA methyltransferase RsmE,PA0419,,466018,466740,-,NC_002516.2,0,0,0
421,NP_249111.1,adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA,PA0420,bioA,466833,468236,-,NC_002516.2,0,0,0
422,NP_249112.1,hypothetical protein,PA0421,,468410,469900,+,NC_002516.2,0,0,0
423,NP_249113.1,hypothetical protein,PA0422,,470081,470650,+,NC_002516.2,0,0,0
424,NP_249114.1,hypothetical protein,PA0423,pasP,470662,471237,+,NC_002516.2,0,0,0
425,NP_249115.1,multidrug resistance operon repressor MexR,PA0424,mexR,471306,471749,-,NC_002516.2,0,0,0
426,NP_249116.1,multidrug resistance protein MexA,PA0425,mexA,472024,473175,+,NC_002516.2,0,0,0
427,NP_249117.1,multidrug resistance protein MexB,PA0426,mexB,473191,476331,+,NC_002516.2,0,0,0
428,NP_249118.1,outer membrane protein OprM,PA0427,oprM,476333,477790,+,NC_002516.2,0,0,0
429,NP_249119.1,ATP-dependent RNA helicase,PA0428,,477886,479805,-,NC_002516.2,0,0,0
430,NP_249120.1,hypothetical protein,PA0429,,480056,481126,-,NC_002516.2,0,0,0
431,NP_249121.1,"5,10-methylenetetrahydrofolate reductase",PA0430,metF,481196,482068,-,NC_002516.2,0,0,0
432,NP_249122.1,hypothetical protein,PA0431,,482111,482665,-,NC_002516.2,0,0,0
433,NP_249123.1,adenosylhomocysteinase,PA0432,sahH,482706,484115,-,NC_002516.2,0,0,0
434,NP_249124.1,hypothetical protein,PA0433,,484404,484838,+,NC_002516.2,0,0,0
435,NP_249125.1,hypothetical protein,PA0434,,484964,487156,+,NC_002516.2,0,0,0
436,NP_249126.1,hypothetical protein,PA0435,,487167,488645,+,NC_002516.2,0,0,0
437,NP_249127.1,transcriptional regulator,PA0436,,488730,489350,+,NC_002516.2,0,0,0
438,NP_249128.1,cytosine deaminase,PA0437,codA,489387,490658,-,NC_002516.2,0,0,0
439,NP_249129.1,cytosine permease,PA0438,codB,490648,491898,-,NC_002516.2,0,0,0
440,NP_249130.1,dihydropyrimidine dehydrogenase,PA0439,,492080,493357,-,NC_002516.2,0,0,0
441,NP_249131.1,oxidoreductase,PA0440,,493354,494721,-,NC_002516.2,0,0,0
442,NP_249132.1,D-hydantoinase/dihydropyrimidinase,PA0441,dht,494816,496255,-,NC_002516.2,0,0,0
443,NP_249133.1,hypothetical protein,PA0442,,496362,496478,-,NC_002516.2,0,0,0
444,NP_249134.1,transporter,PA0443,,496871,498361,+,NC_002516.2,0,0,0
445,NP_249135.1,allantoate amidohydrolase,PA0444,,498420,499703,+,NC_002516.2,0,0,0
446,NP_249136.1,transposase,PA0445,,500104,501120,-,NC_002516.2,0,0,0
447,NP_249137.1,hypothetical protein,PA0446,,501376,502599,-,NC_002516.2,0,0,0
448,NP_249138.1,glutaryl-CoA dehydrogenase,PA0447,gcdH,502719,503900,-,NC_002516.2,0,0,0
449,NP_249139.1,transcriptional regulator,PA0448,,504121,505029,+,NC_002516.2,0,0,0
450,NP_249140.1,acyl-CoA thioesterase,PA0449,,505047,505586,+,NC_002516.2,0,0,0
451,NP_249141.1,phosphate transporter,PA0450,,505629,507251,-,NC_002516.2,0,0,0
452,NP_249142.1,hypothetical protein,PA0451,,507631,508962,+,NC_002516.2,0,0,0
453,NP_249143.1,hypothetical protein,PA0452,,508959,509753,+,NC_002516.2,0,0,0
454,YP_008719733.1,amino acid ABC transporter substrate-binding protein,PA0451a,,509861,510592,+,NC_002516.2,0,0,0
455,NP_249145.1,hypothetical protein,PA0454,,510589,512790,-,NC_002516.2,0,0,0
456,NP_249146.1,ATP-dependent RNA helicase DbpA,PA0455,dbpA,513051,514427,-,NC_002516.2,0,0,0
457,NP_249147.1,cold-shock protein,PA0456,,514775,514984,+,NC_002516.2,0,0,0
458,NP_249148.1,hypothetical protein,PA0457,,515135,515659,+,NC_002516.2,0,0,0
459,YP_003933608.1,hypothetical protein,PA0457.1,,515653,516027,-,NC_002516.2,0,0,0
460,NP_249149.1,major facilitator superfamily transporter,PA0458,,516029,517462,-,NC_002516.2,0,0,0
461,NP_249150.1,chaperone protein ClpB,PA0459,,518083,520635,+,NC_002516.2,0,0,0
462,NP_249151.1,hypothetical protein,PA0460,,520737,521315,+,NC_002516.2,0,0,0
463,NP_249152.1,acyltransferase,PA0461,,521630,522517,-,NC_002516.2,0,0,0
464,NP_249153.2,hypothetical protein,PA0462,,522660,523169,+,NC_002516.2,0,0,0
465,NP_249154.1,DNA-binding response regulator CreB,PA0463,creB,523254,523943,+,NC_002516.2,0,0,0
466,NP_249155.1,sensory histidine kinase CreC,PA0464,creC,523943,525367,+,NC_002516.2,0,0,0
467,NP_249156.1,hypothetical protein,PA0465,creD,525469,526827,+,NC_002516.2,0,0,0
468,NP_249157.1,hypothetical protein,PA0466,,526877,527179,+,NC_002516.2,0,0,0
469,NP_249158.1,hypothetical protein,PA0467,,527324,527944,-,NC_002516.2,0,0,0
470,NP_249159.1,hypothetical protein,PA0468,,527963,528913,-,NC_002516.2,0,0,0
471,NP_249160.1,hypothetical protein,PA0469,,528999,529856,+,NC_002516.2,0,0,0
472,NP_249161.1,ferrichrome receptor FiuA,PA0470,fiuA,530029,532437,-,NC_002516.2,0,0,0
473,NP_249162.1,transmembrane sensor,PA0471,,532541,533512,-,NC_002516.2,0,0,0
474,NP_249163.1,RNA polymerase sigma factor,PA0472,,533509,534027,-,NC_002516.2,0,0,0
475,NP_249164.1,glutathione S-transferase,PA0473,,534196,534945,+,NC_002516.2,0,0,0
476,NP_249165.1,esterase,PA0474,,535085,535489,+,NC_002516.2,0,0,0
477,NP_249166.1,transcriptional regulator,PA0475,,535539,536108,+,NC_002516.2,0,0,0
478,NP_249167.1,permease,PA0476,,536142,537869,-,NC_002516.2,0,0,0
479,NP_249168.1,transcriptional regulator,PA0477,,538217,539143,-,NC_002516.2,0,0,0
480,NP_249169.1,N-acetyltransferase,PA0478,,539231,539707,+,NC_002516.2,0,0,0
481,NP_249170.1,transcriptional regulator,PA0479,,539785,540735,-,NC_002516.2,0,0,0
482,NP_249171.1,3-oxoadipate enol-lactonase,PA0480,,540839,541636,+,NC_002516.2,0,0,0
483,NP_249172.1,hypothetical protein,PA0481,,541679,542122,+,NC_002516.2,0,0,0
484,NP_249173.1,malate synthase G,PA0482,glcB,542170,544347,-,NC_002516.2,0,0,0
485,NP_249174.1,acetyltransferase,PA0483,,544654,545097,+,NC_002516.2,0,0,0
486,NP_249175.1,hypothetical protein,PA0484,,545129,545644,+,NC_002516.2,0,0,0
487,NP_249176.1,hypothetical protein,PA0485,,546334,547230,-,NC_002516.2,0,0,0
488,NP_249177.1,serine/threonine protein kinase,PA0486,,547432,548406,-,NC_002516.2,0,0,0
489,NP_249178.1,molybdenum transport regulator,PA0487,,548468,549226,-,NC_002516.2,0,0,0
490,NP_249179.1,hypothetical protein,PA0488,,549294,549614,-,NC_002516.2,0,0,0
491,NP_249180.1,phosphoribosyl transferase,PA0489,,549656,550381,-,NC_002516.2,0,0,0
492,NP_249181.1,hypothetical protein,PA0490,,550520,550813,-,NC_002516.2,0,0,0
493,NP_249182.1,transcriptional regulator,PA0491,,550867,551793,-,NC_002516.2,0,0,0
494,NP_249183.1,hypothetical protein,PA0492,,551911,552669,+,NC_002516.2,0,0,0
495,NP_249184.1,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,PA0493,,552746,552994,+,NC_002516.2,0,0,0
496,NP_249185.1,acetyl-CoA carboxylase biotin carboxylase subunit,PA0494,,553005,554381,+,NC_002516.2,0,0,0
497,NP_249186.1,hypothetical protein,PA0495,,554383,555261,+,NC_002516.2,0,0,0
498,NP_249187.1,hypothetical protein,PA0496,,555251,556228,+,NC_002516.2,0,0,0
499,NP_249188.1,hypothetical protein,PA0497,,556275,557276,-,NC_002516.2,0,0,0
500,NP_249189.1,hypothetical protein,PA0498,,557354,558361,-,NC_002516.2,0,0,0
501,NP_249190.1,pili assembly chaperone,PA0499,,558377,559078,-,NC_002516.2,0,0,0
502,NP_249191.1,biotin synthase,PA0500,bioB,559644,560702,+,NC_002516.2,0,0,0
503,NP_249192.1,8-amino-7-oxononanoate synthase,PA0501,bioF,560808,562013,+,NC_002516.2,0,0,0
504,NP_249193.1,biotin biosynthesis protein BioH,PA0502,,562006,562728,+,NC_002516.2,0,0,0
505,NP_249194.1,biotin synthesis protein BioC,PA0503,,562721,563545,+,NC_002516.2,0,0,0
506,NP_249195.1,ATP-dependent dethiobiotin synthetase BioD,PA0504,bioD,563549,564235,+,NC_002516.2,0,0,0
507,NP_249196.1,hypothetical protein,PA0505,,564344,564574,+,NC_002516.2,0,0,0
508,NP_249197.1,acyl-CoA dehydrogenase,PA0506,,564914,566719,+,NC_002516.2,0,0,0
509,NP_249198.1,acyl-CoA dehydrogenase,PA0507,,566932,568728,+,NC_002516.2,0,0,0
510,NP_249199.1,acyl-CoA dehydrogenase,PA0508,,569002,570780,+,NC_002516.2,0,0,0
511,NP_249200.1,cytochrome C,PA0509,nirN,571111,572592,-,NC_002516.2,0,0,0
512,NP_249201.1,uroporphyrin-III C-methyltransferase,PA0510,,572583,573422,-,NC_002516.2,0,0,0
513,NP_249202.1,heme d1 biosynthesis protein NirJ,PA0511,nirJ,573433,574596,-,NC_002516.2,0,0,0
514,NP_249203.1,heme d1 biosynthesis protein NirH,PA0512,,574590,575105,-,NC_002516.2,0,0,0
515,NP_249204.1,heme d1 biosynthesis protein NirG,PA0513,,575080,575523,-,NC_002516.2,0,0,0
516,NP_249205.1,heme d1 biosynthesis protein NirL,PA0514,nirL,575516,576040,-,NC_002516.2,0,0,0
517,NP_249206.1,heme d1 biosynthesis protein NirD,PA0515,,576037,576489,-,NC_002516.2,0,0,0
518,NP_249207.1,heme d1 biosynthesis protein NirF,PA0516,nirF,576498,577676,-,NC_002516.2,0,0,0
519,NP_249208.1,cytochrome c55X,PA0517,nirC,577673,578032,-,NC_002516.2,0,0,0
520,NP_249209.1,cytochrome C-551,PA0518,nirM,578029,578343,-,NC_002516.2,0,0,0
521,NP_249210.1,nitrite reductase,PA0519,nirS,578394,580100,-,NC_002516.2,0,0,0
522,NP_249211.1,denitrification regulatory protein NirQ,PA0520,nirQ,580316,581098,+,NC_002516.2,0,0,0
523,NP_249212.1,cytochrome C oxidase subunit,PA0521,,581133,581660,+,NC_002516.2,0,0,0
524,NP_249213.1,hypothetical protein,PA0522,,581668,581925,+,NC_002516.2,0,0,0
525,NP_249214.1,nitric oxide reductase subunit C,PA0523,norC,582015,582455,+,NC_002516.2,0,0,0
526,NP_249215.1,nitric oxide reductase subunit B,PA0524,norB,582455,583855,+,NC_002516.2,0,0,0
527,NP_249216.1,denitrification protein NorD,PA0525,,583857,585695,+,NC_002516.2,0,0,0
