assembly,TXSS/T1SS,TXSS/T2SS,TXSS/T3SS,TXSS/T4SS,TXSS/T6SS,Genome Name,Phylum,Class,Order,Family,Genus,Species,Assembly Accession,CDS
GCA_000283535,1,0,0,0,1,Pseudogulbenkiania sp. NH8B,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Pseudogulbenkiania,Pseudogulbenkiania sp. NH8B,GCA_000283535.1,3997
GCA_000283595,1,0,0,0,0,Rickettsia japonica YH,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia japonica,GCA_000283595.1,1575
GCA_000283655,2,0,0,0,1,Azospirillum lipoferum 4B,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum lipoferum,GCA_000283655.1,3782
GCA_000283875,1,0,0,0,1,Pantoea ananatis LMG 5342,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea ananatis,GCA_000283875.1,4376
GCA_000283995,1,0,0,0,0,Rickettsia philipii str. 364D,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia philipii,GCA_000283995.1,1570
GCA_000284055,1,0,0,0,0,Candidatus Rickettsia amblyommii str. GAT-30V,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia amblyommatis,GCA_000284055.1,1846
GCA_000284075,1,0,0,0,0,Rickettsia rhipicephali str. 3-7-female6-CWPP,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rhipicephali,GCA_000284075.1,1621
GCA_000284155,1,0,0,0,0,Rickettsia australis str. Cutlack,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia australis,GCA_000284155.1,1565
GCA_000284175,1,0,0,0,0,Rickettsia montanensis str. OSU 85-930,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia montanensis,GCA_000284175.1,1513
GCA_000284195,1,0,0,0,0,Rickettsia parkeri str. Portsmouth,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia parkeri,GCA_000284195.1,1604
GCA_000284235,2,0,0,0,1,Arcobacter sp. L,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,,Arcobacter sp. L,GCA_000284235.1,2867
GCA_000284255,0,1,0,0,2,Rubrivivax gelatinosus IL144,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rubrivivax,Rubrivivax gelatinosus,GCA_000284255.1,4588
GCA_000284275,3,0,0,0,0,Bradyrhizobium sp. S23321,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium cosmicum,GCA_000284275.1,6983
GCA_000284315,0,0,0,1,0,Leptospirillum ferrooxidans C2-3,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,Leptospirillum ferrooxidans,GCA_000284315.1,2945
GCA_000284375,7,0,1,0,1,Bradyrhizobium japonicum USDA 6,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium japonicum,GCA_000284375.1 ,8822
GCA_000284415,1,0,0,2,0,Rhodospirillum photometricum DSM 122,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum,Pararhodospirillum photometricum,GCA_000284415.2,3589
GCA_000284615,1,1,0,0,1,Marinobacter hydrocarbonoclasticus ATCC 49840,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus,GCA_000284615.1,3615
GCA_000294715,0,0,0,2,0,Bartonella quintana RM-11 strain RM_11,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella quintana,GCA_000294715.1,1693
GCA_000299455,1,1,0,1,1,Escherichia coli O104:H4 str. 2011C-3493,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCA_000299455.1,5479
GCA_000299965,1,0,0,0,0,Cycloclasticus sp. P1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus,Cycloclasticus sp. P1,GCA_000299965.1,2303
GCA_000300005,2,1,0,1,1,Alcanivorax dieselolei B5,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax dieselolei,GCA_000300005.1,4413
GCA_000300455,0,0,1,1,2,Kosakonia sacchari SP1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia sacchari,GCA_000300455.3,4610
GCA_000302535,2,1,0,2,0,Acidovorax sp. KKS102,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. KKS102,GCA_000302535.1,4879
GCA_000304315,1,0,0,2,0,Methylocystis sp. SC2,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,Methylocystis sp. SC2,GCA_000304315.1,3948
GCA_000305785,1,1,0,0,1,Simiduia agarivorans SA1 = DSM 21679,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia,Simiduia agarivorans,GCA_000305785.2,3898
GCA_000306885,1,0,0,0,0,Wolbachia endosymbiont of Onchocerca ochengi strain wOo,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Onchocerca ochengi,GCA_000306885.1,886
GCA_000307105,1,0,0,0,0,Desulfobacula toluolica Tol2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,Desulfobacula toluolica,GCA_000307105.1,5160
GCA_000307145,2,0,0,0,0,Actinobacillus suis H91-0380,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus suis,GCA_000307145.1,2302
GCA_000311765,2,0,0,2,0,Gluconobacter oxydans H24,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans,GCA_000311765.1,3732
GCA_000312705,4,0,0,0,0,Anabaena sp. 90,Cyanobacteria,,Nostocales,Nostocaceae,Anabaena,Anabaena sp. 90,GCA_000312705.1,5377
GCA_000316175,4,0,1,0,1,Pseudomonas sp. UW4,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. UW4,GCA_000316175.1,5541
GCA_000316515,3,0,0,0,0,Cyanobium gracile PCC 6307,Cyanobacteria,,Synechococcales,Prochlorococcaceae,Cyanobium,Cyanobium gracile,GCA_000316515.1,3262
GCA_000316575,5,0,0,0,0,Calothrix sp. PCC 7507,Cyanobacteria,,Nostocales,Calotrichaceae,Calothrix,Calothrix sp. PCC 7507,GCA_000316575.1,6927
GCA_000316605,2,0,0,0,0,Leptolyngbya sp. PCC 7376,Cyanobacteria,,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp. PCC 7376,GCA_000316605.1,5200
GCA_000316625,3,0,0,0,0,Nostoc sp. PCC 7107,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7107,GCA_000316625.1,5928
GCA_000316665,7,0,0,0,0,Rivularia sp. PCC 7116,Cyanobacteria,,Nostocales,Rivulariaceae,Rivularia,Rivularia sp. PCC 7116,GCA_000316665.1,7389
GCA_000316685,1,0,0,0,0,Synechococcus sp. PCC 6312,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 6312,GCA_000316685.1,3839
GCA_000317025,4,0,0,0,0,Pleurocapsa sp. PCC 7327,Cyanobacteria,,Pleurocapsales,Hyellaceae,Pleurocapsa,Pleurocapsa sp. PCC 7327,GCA_000317025.1,5223
GCA_000317045,1,0,0,0,0,Geitlerinema sp. PCC 7407,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Coleofasciculaceae,Geitlerinema,Geitlerinema sp. PCC 7407,GCA_000317045.1,4313
GCA_000317065,2,0,0,0,0,Pseudanabaena sp. PCC 7367,Cyanobacteria,,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena sp. PCC 7367,GCA_000317065.1,4619
GCA_000317085,1,0,0,0,0,Synechococcus sp. PCC 7502,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 7502,GCA_000317085.1,3804
GCA_000317105,2,0,0,0,0,Oscillatoria acuminata PCC 6304,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria acuminata,GCA_000317105.1,7495
GCA_000317125,7,0,0,0,0,Chroococcidiopsis thermalis PCC 7203,Cyanobacteria,,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsis thermalis,GCA_000317125.1,6978
GCA_000317145,2,0,0,0,0,Chamaesiphon minutus PCC 6605,Cyanobacteria,,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon minutus,GCA_000317145.1,7368
GCA_000317435,3,0,0,0,0,Calothrix sp. PCC 6303,Cyanobacteria,,Nostocales,Calotrichaceae,Calothrix,Calothrix sp. PCC 6303,GCA_000317435.1,6332
GCA_000317475,1,0,0,0,0,Oscillatoria nigro-viridis PCC 7112,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria nigro-viridis,GCA_000317475.1,8289
GCA_000317535,4,0,0,0,0,Cylindrospermum stagnale PCC 7417,Cyanobacteria,,Nostocales,Nostocaceae,Cylindrospermum,Cylindrospermum stagnale,GCA_000317535.1,7428
GCA_000317555,2,0,0,0,0,Gloeocapsa sp. PCC 7428,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Chroococcaceae,Gloeocapsa,Gloeocapsa sp. PCC 7428,GCA_000317555.1,5532
GCA_000317575,3,0,0,0,0,Stanieria cyanosphaera PCC 7437,Cyanobacteria,,Pleurocapsales,Dermocarpellaceae,Stanieria,Stanieria cyanosphaera,GCA_000317575.1,5163
GCA_000317635,1,0,0,0,0,Halothece sp. PCC 7418,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Aphanothecaceae,Halothece,Halothece sp. PCC 7418,GCA_000317635.1,4076
GCA_000317655,1,0,0,0,0,Cyanobacterium stanieri PCC 7202,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Geminocystaceae,Cyanobacterium,Cyanobacterium stanieri,GCA_000317655.1,3008
GCA_000317695,4,0,0,0,0,Anabaena cylindrica PCC 7122,Cyanobacteria,,Nostocales,Nostocaceae,Anabaena,Anabaena cylindrica,GCA_000317695.1,6726
GCA_000317935,2,0,1,1,0,Bordetella parapertussis Bpp5,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella parapertussis,GCA_000317935.1,4809
GCA_000318015,1,0,1,1,1,Bordetella bronchiseptica 253,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella bronchiseptica,GCA_000318015.1,5037
GCA_000319575,1,0,0,0,0,Spiribacter salinus M19-40,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter salinus,GCA_000319575.2,1709
GCA_000321415,2,1,0,0,0,Thioalkalivibrio nitratireducens DSM 14787,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio nitratireducens,GCA_000321415.1,3903
GCA_000325745,2,0,0,0,0,Liberibacter crescens BT-1,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Liberibacter,Liberibacter crescens,GCA_000325745.1,1422
GCA_000327045,0,0,0,1,0,Thioflavicoccus mobilis 8321,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus,Thioflavicoccus mobilis,GCA_000327045.1,3706
GCA_000328625,1,0,0,0,0,Halobacteroides halobius DSM 5150,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Halobacteroides,Halobacteroides halobius,GCA_000328625.1,2548
GCA_000330845,3,0,0,0,1,Enterobacteriaceae bacterium strain FGI 57,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Enterobacteriaceae bacterium strain FGI 57,GCA_000330845.1,4328
GCA_000330865,3,1,1,0,2,Serratia marcescens FGI94,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,GCA_000330865.1,4414
GCA_000330885,0,0,0,2,0,Rhizobium tropici CIAT 899,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium tropici,GCA_000330885.1,6614
GCA_000331025,2,0,0,1,0,Desulfovibrio hydrothermalis AM13 = DSM 14728,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Maridesulfovibrio,Maridesulfovibrio hydrothermalis,GCA_000331025.1,3467
GCA_000331105,0,0,0,0,1,Fibrella aestuarina strain BUZ 2T,Bacteroidetes,Cytophagia,Cytophagales,Spirosomaceae,Fibrella,Fibrella aestuarina,GCA_000331105.1,5756
GCA_000331735,0,0,1,0,1,Myxococcus stipitatus DSM 14675,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus stipitatus,GCA_000331735.1,8292
GCA_000332115,1,0,0,0,0,Nonlabens dokdonensis DSW-6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens dokdonensis,GCA_000332115.1,3591
GCA_000341355,0,0,0,2,0,Bartonella australis Aust/NH1,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella australis,GCA_000341355.1,1572
GCA_000341385,0,0,0,3,0,Bartonella vinsonii subsp. berkhoffii str. Winnie,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella vinsonii,GCA_000341385.1,1884
GCA_000341395,3,0,0,0,1,Desulfocapsa sulfexigens DSM 10523,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfocapsaceae,Desulfocapsa,Desulfocapsa sulfexigens,GCA_000341395.1,3888
GCA_000341895,2,0,0,0,0,Desulfovibrio piezophilus strain C1TLV30,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio piezophilus,GCA_000341895.1,3634
GCA_000344805,9,0,1,1,0,Bradyrhizobium oligotrophicum S58,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium oligotrophicum,GCA_000344805.1,7444
GCA_000346595,1,0,0,0,0,Candidatus Liberibacter asiaticus str. gxpsy,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Liberibacter,Candidatus Liberibacter asiaticus,GCA_000346595.1,1222
GCA_000347595,2,0,0,0,0,Bibersteinia trehalosi USDA-ARS-USMARC-192,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia,Bibersteinia trehalosi,GCA_000347595.1,2240
GCA_000348585,1,1,1,3,1,Xanthomonas axonopodis Xac29-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas axonopodis,GCA_000348585.1,4757
GCA_000349785,1,0,0,0,0,Mannheimia haemolytica USDA-ARS-USMARC-185,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica,GCA_000349785.1,2531
GCA_000349845,5,0,0,1,1,Pseudomonas denitrificans ATCC 13867,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. ATCC 13867,GCA_000349845.1,5159
GCA_000349945,5,0,0,0,1,Azoarcus sp. KH32C,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. KH32C,GCA_000349945.1,5238
GCA_000349975,0,0,0,1,0,Helicobacter cinaedi ATCC BAA-847,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter cinaedi,GCA_000349975.1,2506
GCA_000355675,0,1,0,0,1,Thalassolituus oleivorans MIL-1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus oleivorans,GCA_000355675.1,3609
GCA_000367425,1,1,0,0,0,Raoultella ornithinolytica B6,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella ornithinolytica,GCA_000367425.1,5030
GCA_000376645,1,0,0,0,0,Mannheimia haemolytica M42548,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica,GCA_000376645.1,2841
GCA_000397205,4,1,0,0,1,Pseudomonas protegens CHA0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,GCA_000397205.1,6227
GCA_000412675,2,1,1,0,1,Pseudomonas putida NBRC 14164,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,GCA_000412675.1,5448
GCA_000412695,3,1,0,0,1,Pseudomonas resinovorans NBRC 106553,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas resinovorans,GCA_000412695.1,5856
GCA_000422085,2,0,0,0,0,Serratia liquefaciens ATCC 27592,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia liquefaciens,GCA_000422085.1,4845
GCA_000438825,2,1,0,0,0,Serratia plymuthica S13,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia plymuthica,GCA_000438825.1,5026
GCA_000442595,1,0,0,1,0,Cycloclasticus zancles 7-ME,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus,Cycloclasticus zancles,GCA_000442595.1,2590
GCA_000444995,2,0,1,1,0,Paracoccus aminophilus JCM 7686,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aminophilus,GCA_000444995.1,4680
GCA_000463345,1,1,1,0,0,Serratia sp. ATCC 39006,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia sp. ATCC 39006,GCA_000463345.2,4707
GCA_000473305,1,0,0,0,0,Bacteroidales bacterium CF,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium CF,GCA_000473305.1,2317
GCA_000484535,1,0,0,0,0,Gloeobacter kilaueensis JS1,Cyanobacteria,Gloeobacteria,Gloeobacterales,Gloeobacteraceae,Gloeobacter,Gloeobacter kilaueensis,GCA_000484535.1,4434
GCA_000485905,1,0,0,0,0,Spiribacter sp. UAH-SP71,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter curvatus,GCA_000485905.1,1869
GCA_000495505,1,0,0,0,0,Campylobacter sp. 03-427,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter fetus,GCA_000495505.1,1747
GCA_000504585,0,0,2,1,0,Pandoraea sp. RB-44,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pnomenusa,GCA_000504585.1,5013
GCA_000505725,0,0,0,0,1,Francisella noatunensis subsp. orientalis LADL--07-285A,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella orientalis,GCA_000505725.1,2281
GCA_000511355,1,0,0,0,1,Leisingera methylohalidivorans DSM 14336,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera,Leisingera methylohalidivorans,GCA_000511355.1,4658
GCA_000511385,2,0,0,3,0,Phaeobacter gallaeciensis DSM 26640,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,GCA_000511385.1,4483
GCA_000512205,1,1,1,2,1,Sphingomonas sanxanigenens DSM 19645 = NX02,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sanxanigenens,GCA_000512205.2,5833
GCA_000512355,1,1,0,2,0,Legionella oakridgensis ATCC 33761 = DSM 21215,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella oakridgensis,GCA_000512355.1,3074
GCA_000513215,3,0,0,0,1,Serratia marcescens subsp. marcescens Db11,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,GCA_000513215.1,4743
GCA_000513295,5,0,0,2,0,Magnetospirillum gryphiswaldense MSR-1 v2,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum gryphiswaldense,GCA_000513295.1,4097
GCA_000517305,2,1,1,0,3,Pseudomonas cichorii JBC1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas cichorii,GCA_000517305.1,5089
GCA_000517425,2,0,3,0,0,Sodalis sp. HS1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Sodalis,Sodalis praecaptivus,GCA_000517425.1,4931
GCA_000517565,1,0,0,0,0,Desulfurella acetivorans A63,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Desulfurella,Desulfurella acetivorans,GCA_000517565.1,1882
GCA_000517605,2,0,0,1,1,Rhizobium leguminosarum bv. trifolii WSM1689,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,GCA_000517605.1,6828
GCA_000520015,2,1,0,0,2,Serratia fonticola RB-25,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Chania,Chania multitudinisentens,GCA_000520015.2,5001
GCA_000520875,6,0,0,3,1,Rhizobium leguminosarum bv. trifolii CB782,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,GCA_000520875.1,6580
GCA_000521505,0,0,1,0,1,Advenella mimigardefordensis DPN7,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella,Advenella mimigardefordensis,GCA_000521505.1,4564
GCA_000522985,0,0,0,0,1,Gemmatimonadetes bacterium KBS708,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,Gemmatirosa kalamazoonesis,GCA_000522985.1,6445
GCA_000550765,1,0,0,2,0,Gluconacetobacter xylinus E25,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter xylinus,GCA_000550765.1,3937
GCA_000576555,1,0,0,0,0,Hymenobacter sp. DY53,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter swuensis,GCA_000576555.1,4454
GCA_000583045,5,0,0,1,0,Ensifer adhaerens OV14,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens,GCA_000583045.1,7557
GCA_000583775,0,0,0,1,0,Campylobacter coli RM4661,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli,GCA_000583775.1,2003
GCA_000583815,0,1,0,0,0,Halorhodospira halochloris str. A,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,Halorhodospira halochloris,GCA_000583815.1,3223
GCA_000583875,0,0,1,0,0,Chlamydia sp. 10DC88,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia avium,GCA_000583875.1,973
GCA_000590475,0,1,0,0,1,Pseudomonas stutzeri strain 28a24,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,GCA_000590475.1,4375
GCA_000590925,1,0,0,0,0,Roseibacterium elongatum DSM 19469,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseibacterium,Roseibacterium elongatum,GCA_000590925.1,3633
GCA_000597945,2,0,2,0,1,Yersinia enterocolitica LC20,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica,GCA_000597945.1,5386
GCA_000599985,1,0,0,0,1,Gilliamella apicola strain wkB1,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella apicola,GCA_000599985.1,2804
GCA_000600005,1,0,0,0,2,Snodgrassella alvi wkB2,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,GCA_000600005.1,2300
GCA_000612075,2,1,0,0,0,Aeromonas hydrophila YL17,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,GCA_000612075.1,4249
GCA_000612485,1,0,0,0,0,Bordetella holmesii ATCC 51541,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella holmesii,GCA_000612485.1,3894
GCA_000612685,1,1,1,0,0,Castellaniella defragrans 65Phen,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella,Castellaniella defragrans,GCA_000612685.1,3616
GCA_000626635,1,0,0,0,0,Draconibacterium orientale strain FH5,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Draconibacterium,Draconibacterium orientale,GCA_000626635.1,4400
GCA_000632805,0,0,0,1,0,Dyella jiangningensis strain SBZ 3-12,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella jiangningensis,GCA_000632805.1,4828
GCA_000632985,0,0,0,1,0,Neorickettsia helminthoeca str. Oregon,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,Neorickettsia helminthoeca,GCA_000632985.1,894
GCA_000648515,2,1,0,1,0,Citrobacter freundii CFNIH1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,GCA_000648515.1,5151
GCA_000661955,1,0,0,0,1,Stenotrophomonas rhizophila strain DSM 14405,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas rhizophila,GCA_000661955.1,4029
GCA_000689395,1,0,0,0,0,Candidatus Phaeomarinobacter ectocarpi strain Ec32,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Parvibaculaceae,Candidatus Phaeomarinobacter,Candidatus Phaeomarinobacter ectocarpi,GCA_000689395.1,3303
GCA_000689415,1,0,0,0,0,Pseudomonas knackmussii B13,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas knackmussii,GCA_000689415.1,5800
GCA_000696485,2,0,0,0,0,Halomonas campaniensis strain LS21,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas campaniensis,GCA_000696485.1,3772
