Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1032845.11","Rickettsia heilongjiangensis 054",,1032845,"131567;2;1224;28211;766;775;33988;780;114277;781;226665;1032845","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia conorii;Rickettsia conorii subsp. heilongjiangensis;Rickettsia conorii subsp. heilongjiangensis 054","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia conorii","Complete","54",,,,,,,,,,,,,,,,,,,,"Good","2011-07-22T00:00:00Z","21914880",,"PRJNA66907","SAMN02602971","GCA_000221205.1",,"CP002912",,"complete",,,,,,1,,32.32,1,1278471,33,3,,1562,99.9,99.7,,100,,,,,,,,,,,,,,,,,,,,,"Project description not provided.","2014-12-08T22:12:44.155Z","2015-03-16T03:17:09.594Z"
"1033837.3","Lactobacillus kefiranofaciens ZW3",,1033837,"131567;2;1783272;1239;91061;186826;33958;1578;267818;1033837","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus kefiranofaciens;Lactobacillus kefiranofaciens ZW3","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus kefiranofaciens","Complete","ZW3",,,,,,,,,,,,,,,,,,,,"Good","2011-05-25T00:00:00Z",,,"PRJNA66525","SAMN02603965","GCA_000214785.1",,"CP002764,CP002765,CP002766",,"complete",,,,,2,3,,37.36,1,2113023,61,12,,2414,99.1,97.6,,100,,,,,,,,,,,,,,,,,,,,,"no description provided","2014-12-08T22:11:53.575Z","2015-03-16T03:17:09.594Z"
"1033991.3","Rhizobium leguminosarum bv. trifolii CB782",,1033991,"131567;2;1224;28211;356;82115;227290;379;384;386;1033991","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium;Rhizobium leguminosarum;Rhizobium leguminosarum bv. trifolii;Rhizobium leguminosarum bv. trifolii CB782","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium leguminosarum","Complete","CB782",,"biovar trifolii",,,,,,,,,,,,,,," ",,,"Good","2014-01-16T00:00:00Z",,,"PRJNA67103","SAMN02769652","GCA_000520875.1","SRR3927482","CP007067.1,CP007070.1,CP007068.1,CP007069.1",,"complete","454-GS-FLX-Titanium; Illumina","Unknown","ALLPATHS v. R37654",,3,4,,61.0123,1,4378440,50,9,,6580,99.6,97.1,,100,,,,,,,"Kenya","Africa","Kenya",,,,,,,,,,,,"This strain will be used for comparative analysis.","2014-12-08T22:12:42.384Z","2015-03-16T03:17:09.594Z"
"1034807.5","Flavobacterium branchiophilum strain FL-15",,55197,"131567;2;1783270;68336;976;117743;200644;49546;237;55197","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium branchiophilum","Bacteria","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium branchiophilum","Complete","FL-15",,,,,,,,,,,,,,,,,,,,"Good","2011-09-06T00:00:00Z","21926215",,"PRJNA67123",,"GCA_000253275.1",,"FQ859183",,"unfinished",,,,,,1,,32.86,1,3559884,44,6,,3311,99.1,98.2,,100,,"diseased sheatfish (Silurus glanis)","isolated from a diseased sheatfish (Silurus glanis) in Hungary",,,,"Hungary","Europe","Hungary",,"Sheatfish, Silurus glanis",,,,,,,,,,"'Flavobacterium branchiophilum strain FL-15 has been isolated from a diseased sheatfish (Silurus glanis) in HungaryMembers of the genus Flavobacterium occur in a variety of ecological niches and represent an interesting diversity of life styles. Flavobacterium branchiophilum is the main causative agent of bacterial gill disease, a severe condition affecting various cultured freshwater fish species worldwide, in particular salmonids in Canada and Japan.'","2014-12-08T22:11:38.166Z","2015-03-16T03:17:09.594Z"
"1036673.3","Paenibacillus mucilaginosus KNP414",,1036673,"131567;2;1783272;1239;91061;1385;186822;44249;61624;1036673","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus mucilaginosus;Paenibacillus mucilaginosus KNP414","Bacteria","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus mucilaginosus","Complete","KNP414/soil",,,,,,,,,,,,,,,,,,,,"Good","2011-06-17T00:00:00Z",,,"PRJNA67335","SAMN02603153","GCA_000218915.1",,"CP002869",,"complete",,,,,,1,,58.38,1,8663821,110,26,,7440,94.1,90.6,0.9,99.3,,,,,,,,,,,,,,,,,,,,,"Paenibacillus mucilaginosus strain KNP414 kept in the laboratory of Institute of Bioengineering, College of Life Sciences, Zhejiang Sci-Tech University.Paenibacillus mucilaginosus is critical silicate bacteria in the biogeochemical cycling of potassium, phosphorus, and other soil elements, and is widely used in agriculture, bioleaching, and wastewater treatment. P. mucilaginosus is able to degrade insoluble soil minerals with the release of nutritional ions and fix nitrogen, and thus it has been successfully used as a biofertilizer since the 1990s. The exocellular polysaccharides produced by P. mucilaginosus is also an effective bioflocculant, and thus plays a potential role in the treatment of wastewater and biohydrometallurgy. ","2014-12-08T22:12:29.597Z","2015-03-16T03:17:09.594Z"
"103690.10","Nostoc sp. PCC 7120",,103690,"131567;2;1783272;1798711;1117;1161;1162;1177;2593658;103690","cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc;Nostoc sp. PCC 7120 = FACHB-418","Bacteria","Bacteria","Cyanobacteria",,"Nostocales","Nostocaceae","Nostoc","Nostoc sp. PCC 7120 = FACHB-418","Complete","PCC 7120",,,,,,,,,,,,,,,,,"ATCC 29413",,,"Good","2002-01-05T00:00:00Z","11759840",,"PRJNA244",,"GCA_000009705.1",,"BA000019,BA000020,AP003602,AP003603,AP003604,AP003605,AP003606",,"complete",,,,,6,7,,41.3,1,6413771,69,9,,6694,99.9,99.6,,99.6,,,,,,,,,,,,,,,,,,,,,"fixation. Nostoc sp. PCC7120. Also known as Anabaena sp. PCC7120 this strain is wild-type. It differs from closely related Anabaena variabilis ATCC 29413 in that the heterocyst formation system has a programmed gene rearrangement at the hupL locus.","2014-12-08T22:12:28.244Z","2015-03-16T03:17:09.594Z"
"1037409.3","Bradyrhizobium japonicum USDA 6",,1037409,"131567;2;1224;28211;356;41294;374;375;1037409","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium japonicum;Bradyrhizobium japonicum USDA 6","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium japonicum","Complete",,,,,,,,,,,,,,,,,,,,,"Good","2011-11-01T00:00:00Z",,,"PRJDA67463",,"GCA_000284375.1 ",,"AP012206.1",,,,,,,,1,,63.67,1,9207384,52,6,,8822,98.9,95,,100,,,,,,,,,,,,,,,,,,,,,"-","2014-12-08T22:10:34.124Z","2015-03-16T03:17:09.594Z"
"1037915.3","Pseudomonas chlororaphis O6",,1037915,"131567;2;1224;1236;72274;135621;286;136842;587753;1037915","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas chlororaphis group;Pseudomonas chlororaphis;Pseudomonas chlororaphis O6","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas chlororaphis","Complete","O6",,,,,,,,,,,,,,,,,,,,"Good","2012-05-25T00:00:00Z",,,"PRJNA67531","SAMN02436415","GCA_000264555.1",,"CM001490.1",,"complete",,,,,,1,,62.9,1,6980251,60,10,,6251,98.2,95.4,3.3,99.4,,"the soil","isolated from the soil in Utah, USA (DOI: 10",,,,"USA",,"Utah USA DOI",,,,,,,,,,,,"Pseudomonas chlororaphis O6 was isolated from the soil in Utah, USA (DOI: 10.1007/BF00336064).  The bacterium colonizes the rhizosphere and protects plants from biotic and abiotic stresses by producing antibiotics toxic to plant pathogens and metabolites (such as 2R,3R-butanediol) that induce systemic tolerance in the plant (PMID:18616403, 180512680).  ","2014-12-08T22:12:38.274Z","2015-03-16T03:17:09.594Z"
"103855.15","Bordetella hinzii strain F582",,103855,"131567;2;1224;28216;80840;506;517;103855","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella hinzii","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella hinzii","Complete","F582",,,,,,,,,,,,,,,,,"ATCC:51730",,,"Good","2015-07-16T00:00:00Z",,,"PRJNA287884","SAMN03790813","GCF_001078275.1",,"CP012076",,,"PacBio RSII; Illumina HiSeq","482x","HGAP v. 3",,,1,,67.06,1,4912977,62,9,,4617,97.7,96,,100,,"blood",,"1994",1994,,"USA","North America","USA: WA",,"Human, Homo sapiens","Human","male",,"Bacteremia","Human",,,"host_health_state:AIDS patient","collected_by:B.T. Cookson, U. of Washington","This project is an effort by the Pertussis and Diphtheria Laboratory at the Centers for Disease Control and Prevention to characterize genomes of Bordetella species other than B. pertussis. Members of the genus Bordetella cause respiratory and opportunistic infection in a variety of hosts. These data are being made available to facilitate comparative analyses for the study of this important group of bacterial pathogens.","2016-01-17T16:20:51.242Z","2016-01-17T16:20:51.242Z"
"1041504.3","Candidatus Arthromitus sp. SFB-rat-Yit",,1041504,"131567;2;1783272;1239;186801;186802;31979;49082;2638829;1041504","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Candidatus Arthromitus;unclassified Candidatus Arthromitus;Candidatus Arthromitus sp. SFB-rat-Yit","Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Candidatus Arthromitus","Candidatus Arthromitus sp. SFB-rat-Yit","Complete","SFB-rat-Yit",,,,,,,,,,,,,,,,,,,,"Good","2011-09-16T00:00:00Z","21925114,7494493",,"PRJDA67837",,"GCA_000283555.1",,"AP012210.1",,,,,,,,1,,27.98,1,1515556,37,16,,1412,99.1,98.9,0.7,93.8,,,,,,,,,,,,,,,,,,,,,"-","2014-12-08T22:10:48.425Z","2015-03-16T03:17:09.594Z"
"1041809.3","Candidatus Arthromitus sp. SFB-mouse-Yit",,1041809,"131567;2;1783272;1239;186801;186802;31979;49082;2638829;49118;1041809","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Candidatus Arthromitus;unclassified Candidatus Arthromitus;Candidatus Arthromitus sp. SFB-mouse;Candidatus Arthromitus sp. SFB-mouse-Yit","Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Candidatus Arthromitus","Candidatus Arthromitus sp. SFB-mouse","Complete","SFB-mouse-Yit",,,,,,,,,,,,,,,,,,,,"Good","2011-09-15T00:00:00Z","21925114",,"PRJNA67835",,"GCA_000284435.1",,"AP012209",,"unfinished",,,,,,1,,28.11,1,1586397,37,15,,1499,99.9,99.7,,95.1,,,,,,,,,,,,,,,,,,,,,"-","2014-12-08T22:10:48.416Z","2015-03-16T03:17:09.594Z"
"1041826.3","Flavobacterium columnare ATCC 49512",,1041826,"131567;2;1783270;68336;976;117743;200644;49546;237;996;1041826","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium columnare;Flavobacterium columnare ATCC 49512","Bacteria","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium columnare","Complete","ATCC 49512",,,,,,,,,,,,,,,,,"ATCC 49512F",,,"Good","2011-12-23T00:00:00Z",,,"PRJNA67781","SAMN02603612","GCA_000240075.2",,"CP003222",,"unfinished",,,,,,1,,31.44,1,3162865,74,10,,2812,98.7,97.9,1.2,100,,,,,,,,,,,,,,,,,,,,,"'Purified genomic DNA obtained from ATCC 49512F. columnare is considered ubiquitous in the warmwater aquatic environment, and it is the causative agent of columnaris disease in fish. Columnaris disease is common throughout the world and infects most species of freshwater fish, including aquaculture species, wild fish populations, and ornamental fish. '","2014-12-08T22:11:38.190Z","2015-03-16T03:17:09.594Z"
"1042156.4","Clostridium sp. SY8519",,1042156,"131567;2;1783272;1239;186801;186802;31979;1485;2614128;1042156","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;unclassified Clostridium;Clostridium sp. SY8519","Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium sp. SY8519","Complete","SY8519",,,,,,,,,,,,,,,,,,,,"Good","2011-06-30T00:00:00Z","21914882",,"PRJNA67799",,"GCA_000270305.1",,"AP012212",,"complete",,,,,,1,,50.74,1,2835737,54,8,,2697,95.3,94.5,,100,,,,,,,,,,,,,,,,,,,,,"No description provided.","2014-12-08T22:11:01.619Z","2015-03-16T03:17:09.594Z"
"1042417.4","Brachyspira pilosicoli P43/6/78",,1042417,"131567;2;203691;203692;1643686;143786;29521;52584;1042417","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira pilosicoli;Brachyspira pilosicoli P43/6/78","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira","Brachyspira pilosicoli","Complete","P43/6/78",,,,"MLST.Brachyspira_spp.37",,,,,,,,,,,,," ","Yes",,"Good","2012-12-19T00:00:00Z",,,"PRJNA67875","SAMN02603038","GCA_000325665.1",,"CP002873.1",,"complete",,,"1",,,1,,27.92,1,2555556,33,3,,2416,97.5,95.9,0.1,95.2,,,,,,,,,,,,,,,,,,,,,"Brachyspira pilosicoli P43/6/78.This type strain will be used for comparative genome analysis.","2014-12-08T22:10:33.628Z","2015-03-16T03:17:09.594Z"
"1042878.5","Cupriavidus necator N-1",,1042878,"131567;2;1224;28216;80840;119060;106589;106590;1042878","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus necator;Cupriavidus necator N-1","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus necator","Complete","N-1",,,,,,,,,,,,,,,,,,,,"Good","2011-06-24T00:00:00Z","21742890",,"PRJNA67893","SAMN02603269","GCA_000219215.1",,"CP002877,CP002879,CP002878,CP002880",,"complete",,,,,2,4,,65.47,2,2684606,68,15,,7932,98.6,95,3,100,,,,,,,,,,,,,,,,,,,,,"-","2014-12-08T22:11:05.325Z","2015-03-16T03:17:09.594Z"
"1045854.4","Weissella koreensis KACC 15510",,1045854,"131567;2;1783272;1239;91061;186826;33958;46255;165096;1045854","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella koreensis;Weissella koreensis KACC 15510","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","Weissella koreensis","Complete","KACC 15510",,,,,,,,,,,,,,,,,,,,"Good","2011-06-30T00:00:00Z","21914863",,"PRJNA67979","SAMN02603132","GCA_000219805.1",,"CP002899,CP002900",,"complete",,,,,1,2,,35.5,1,1422478,54,15,,1326,98,97.7,,94.3,,,,,,,,,,,,,,,,,,,,,"Bacterial genomic DNA - kimch fermentation.","2014-12-08T22:13:49.062Z","2015-03-16T03:17:09.594Z"
"1045855.3","Pseudoxanthomonas spadix BD-a59",,1045855,"131567;2;1224;1236;135614;32033;83618;415229;1045855","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;Pseudoxanthomonas spadix;Pseudoxanthomonas spadix BD-a59","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas spadix","Complete","BD-a59",,,,,,,,,,,,,,,,,,,,"Good","2011-10-20T00:00:00Z","22207748",,"PRJNA67981","SAMN02603133","GCA_000233915.4",,"CP003093",,"unfinished",,,,,,1,,67.65,1,3452554,50,3,,3153,96.5,96.2,1.3,97.1,,,,,,,,,,,,,,,,,,,,,"Bacterial genomic DNA - BTEX degrader.","2014-12-08T22:12:41.443Z","2015-03-16T03:17:09.594Z"
"1045858.4","Brachyspira intermedia PWS/A",,1045858,"131567;2;203691;203692;1643686;143786;29521;84377;1045858","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira intermedia;Brachyspira intermedia PWS/A","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira","Brachyspira intermedia","Complete","PWS/AT",,,,,,,,,,,,,,,,,,,,"Good","2011-08-10T00:00:00Z","21816042",,"PRJNA68051","SAMN02603670","GCA_000223215.1",,"CP002874,CP002875",,"complete",,,,,1,2,,27.21,1,3304788,33,3,,2911,99.3,98.7,,100,,,,,,,,,,,,,,,,,,,,,"Project description not provided","2014-12-08T22:10:33.532Z","2015-03-16T03:17:09.594Z"
"104623.3","Serratia sp. ATCC 39006",,104623,"131567;2;1224;1236;91347;1903411;613;2647522;104623","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;unclassified Serratia;Serratia sp. ATCC 39006","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia sp. ATCC 39006","Complete","ATCC 39006",,,,,,,,,,,,,,,,,"ATCC 39006",,,"Good","2013-09-03T00:00:00Z",,,"PRJNA202845","SAMN02470747","GCA_000463345.2",,"CP006376.1",,"complete","Illumina MiSeq paired-end and Roche 454","250x","Newbler v. 2.8",,,1,,49.3,1,4946161,72,21,,4707,98.9,97.3,5.6,85.8,,"channel water",,"1982",1982,,"USA","North America","USA: New Jersey",,,,,,,,,,,,"Serratia sp. strain ATCC 39006 is Gram-negative member of the Enterobacteriaceae capable of producing a number of bioactive secondary metabolites, including the tripyrrole red pigment, prodigiosin and the ¿¿¿¿¿-lactam antibiotic, carbapenem.","2014-12-08T22:12:54.043Z","2015-03-16T03:17:09.594Z"
"1048260.3","Leptospirillum ferriphilum ML-04",,1048260,"131567;2;40117;203693;189778;189779;179;261386;178606;1048260","cellular organisms;Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Leptospirillum;Leptospirillum sp. Group III;Leptospirillum ferriphilum;Leptospirillum ferriphilum ML-04","Bacteria","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Leptospirillum","Leptospirillum ferriphilum","Complete","ML-04",,,,,,,,,,,,,,,,," ",,,"Good","2012-09-25T00:00:00Z",,,"PRJNA68175","SAMN02603870","GCA_000299235.1",,"CP002919.1",,"complete",,,,,,1,,54.6,1,2406157,48,6,,2761,92.8,91.4,1.5,85.8,,,,,,,,,,,,,,,,,,,,,"-","2014-12-08T22:11:59.490Z","2015-03-16T03:17:09.594Z"
"1050174.4","Corynebacterium epidermidicanis strain DSM 45586",,1050174,"131567;2;1783272;201174;1760;85007;1653;1716;1050174","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium epidermidicanis","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium epidermidicanis","Complete","DSM 45586",,,,,,,,,,,,,,,,,"DSM:45586",,,"Good","2015-06-05T00:00:00Z",,,"PRJNA280479","SAMN03462986","GCF_001021025.1",,"CP011541",,,"Illumina","153.0x","Newbler v. v.2.8",,,1,,58.06,1,2692072,52,8,,2566,97.4,96.7,0.3,100,,"skin",,"2011",2011,,,,,,"Dog, Canis lupus familiaris","Dog",,,,"Nonhuman Mammal",,,,"sample_type:pure culture;biomaterial_provider:DSM 45586","Corynebacterium epidermidicanis DSM 45586, isolated from the skin of a dog suffering from pruritus","2016-01-17T16:05:28.313Z","2016-01-17T16:05:28.313Z"
"1051632.5","Sulfobacillus acidophilus TPY",,1051632,"131567;2;1783272;1239;186801;186802;538999;539000;28033;53633;1051632","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Eubacteriales incertae sedis;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;Sulfobacillus acidophilus;Sulfobacillus acidophilus TPY","Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiales Family XVII. Incertae Sedis","Sulfobacillus","Sulfobacillus acidophilus","Complete",,,,,,,,,,,,,,,,,,,,,"Good","2011-07-05T00:00:00Z","21914875",,"PRJNA68423","SAMN02603016","GCA_000219855.1","SRR1823057","CP002901.1",,"complete",,,,,,1,,56.8,1,3551206,52,10,,3737,99.3,99.3,2.1,91.5,,,,,,,,,,,,,,,,,,,,,"-;missing rRNA genes","2014-12-08T22:13:39.711Z","2015-03-16T03:17:09.594Z"
"1051646.9","Vibrio tubiashii ATCC 19109",,1051646,"131567;2;1224;1236;135623;641;662;1891919;29498;1051646","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio oreintalis group;Vibrio tubiashii;Vibrio tubiashii ATCC 19109","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio tubiashii","Complete","19109",,,,,,,,,,,,,,,,,"ATCC:19109","Yes",,"Good","2015-01-30T00:00:00Z","25523763",,"PRJNA256164","SAMN02940924","GCF_000772105.1","SRR1572007,SRR1582674","CP009354,CP009355,CP009357,CP009356,CP009359,CP009358",,,"PacBio","20x","SMRT Analysis Server v. v2.1.0; Celera",,4,6,,45.01,1,3294490,117,11,,5181,98.8,96.1,0.6,100,,"Larvae from hard clams (Mercenaria mercenaria)",,"1965",1965,,"USA","North America","USA: Long Island Sound, Connecticut",,"Mercenaria mercenaria",,,,,,,,,,"Vibrio tubiashii is the cause of bacillary necrosis in larval shellfish. It is a naturally occurring, Gram-negative, marine bacterium that has long been associated with high mortalities of larval shellfish and significant economic losses in shellfish hatcheries. High mortalities in larval oyster and clam production facilities have been associated with contamination by V. tubiashii and have led to reductions in the availability of seed oysters and clams needed for commercial shellfish planting. Although V. tubiashii has been known for years, the lack of complete genome sequence has slowed the pace of research on this pathogen. Some strains reported to be V. tubiashii, including the American Type Culture Collection [ATCC, Manassas, VA] strain 19105, and strain RE22 were previously misidentified as V. tubiashii and were actually V. coralliilyticus, which is also a shellfish pathogen. In this study, we fully sequenced and annotated the ATCC type strain of V. tubiashii (ATCC 19109) to allow better differentiation between the species and to facilitate research on potential virulence genes and pathogen control mechanisms.","2016-01-17T15:40:42.599Z","2016-01-17T15:40:42.599Z"
