id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,"DeepSecE(0.6)",T4SEfinder
232,WP_015444908.1,T4SS effector NAD-dependent ubiquitin ligase SidE,LPG_RS01175,sidE,272577,277064,-,NC_002942.5,1,1,1,1
233,WP_015444907.1,GFA family protein,LPG_RS01180,,277484,277966,-,NC_002942.5,0,0,0,0
234,WP_010945997.1,hypothetical protein,LPG_RS01185,,278060,280039,-,NC_002942.5,0,1,1,1
235,WP_010945998.1,alpha/beta hydrolase,LPG_RS01190,,280320,281114,+,NC_002942.5,0,0,0,0
236,WP_010945999.1,aldehyde dehydrogenase family protein,LPG_RS01195,,281131,282597,+,NC_002942.5,0,0,0,0
237,WP_015444906.1,4-aminobutyrate--2-oxoglutarate transaminase,LPG_RS01200,gabT,282602,283924,+,NC_002942.5,0,0,0,0
238,WP_010946001.1,Dot/Icm T4SS effector Ceg8,LPG_RS01205,ceg8,284008,284787,+,NC_002942.5,1,1,1,1
239,WP_010946002.1,glutaminase A,LPG_RS01210,glsA,285047,285979,+,NC_002942.5,0,0,0,0
240,WP_010946003.1,D-3-phosphoglycerate dehydrogenase,LPG_RS01215,,286103,286990,+,NC_002942.5,0,0,0,0
241,WP_010946004.1,short chain dehydrogenase,LPG_RS01220,,287203,287802,-,NC_002942.5,0,0,0,0
242,WP_010946005.1,mercuric reductase,LPG_RS01225,,288008,289402,-,NC_002942.5,0,0,0,0
243,WP_015444904.1,NAD-glutamate dehydrogenase,LPG_RS01230,,289454,292816,-,NC_002942.5,0,0,0,0
244,WP_010946007.1,Dot/Icm T4SS effector Ceg9,LPG_RS01235,ceg9,293014,293739,+,NC_002942.5,1,1,1,1
245,WP_010946008.1,hypothetical protein,LPG_RS01240,,293971,294924,+,NC_002942.5,0,0,0,0
246,WP_010946009.1,arsenate reductase (glutaredoxin),LPG_RS01245,arsC,295084,295425,+,NC_002942.5,0,0,0,0
247,WP_010946010.1,fatty acid desaturase,LPG_RS01250,,295512,296666,-,NC_002942.5,0,0,0,0
248,WP_010946011.1,DEAD/DEAH box helicase,LPG_RS01255,,296785,298029,-,NC_002942.5,0,0,0,0
249,WP_011945494.1,RNA-binding protein,LPG_RS01260,,298361,298636,+,NC_002942.5,0,1,0,0
250,WP_015444901.1,7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter,LPG_RS01265,,298812,299489,+,NC_002942.5,0,0,0,0
251,WP_015444900.1,GNAT family N-acetyltransferase,LPG_RS01270,,299527,300165,+,NC_002942.5,0,0,0,0
252,WP_015444899.1,hypothetical protein,LPG_RS01275,,300300,300827,+,NC_002942.5,1,1,1,0
253,WP_010946016.1,efflux transporter outer membrane subunit,LPG_RS01280,,300982,302328,+,NC_002942.5,0,0,0,0
254,WP_015444897.1,FUSC family protein,LPG_RS01285,,302318,303355,+,NC_002942.5,0,0,0,0
255,WP_010946018.1,Lpg0257 family Dot/Icm type IV secretion system effector,LPG_RS01290,,303412,304404,+,NC_002942.5,1,0,0,0
256,WP_010946019.1,hypothetical protein,LPG_RS01295,,304581,306524,+,NC_002942.5,0,0,0,0
257,WP_010946020.1,hypothetical protein,LPG_RS01300,,306543,308327,+,NC_002942.5,0,1,1,1
258,WP_010946021.1,lpg0260 family Dot/Icm T4SS effector,LPG_RS01305,,308513,308911,+,NC_002942.5,1,1,1,1
261,WP_010946023.1,uracil-DNA glycosylase,LPG_RS01320,,309672,310310,-,NC_002942.5,0,0,0,0
262,WP_010946024.1,MFS transporter,LPG_RS01325,,310567,311841,+,NC_002942.5,0,0,0,0
263,WP_016356718.1,peptidoglycan recognition protein family protein,LPG_RS01330,,311962,312618,+,NC_002942.5,0,0,0,0
264,WP_010946026.1,multicopper oxidase family protein,LPG_RS01335,,312673,314214,-,NC_002942.5,0,0,0,0
265,WP_010946027.1,hypothetical protein,LPG_RS01340,,314443,314877,+,NC_002942.5,0,0,0,0
266,WP_015444896.1,magnesium and cobalt transporter CorA,LPG_RS01345,,314892,315872,-,NC_002942.5,0,0,0,0
267,WP_010946029.1,HD domain-containing protein,LPG_RS01350,,316127,316723,+,NC_002942.5,0,0,0,0
268,WP_015444895.1,DUF853 family protein,LPG_RS01355,,316864,318363,+,NC_002942.5,0,0,0,0
269,WP_015444894.1,nicotinate phosphoribosyltransferase,LPG_RS01360,,318445,319848,+,NC_002942.5,0,0,0,0
270,WP_015444893.1,bifunctional nicotinamidase/pyrazinamidase,LPG_RS01365,pncA,319853,320473,+,NC_002942.5,0,0,0,0
271,WP_016356720.1,VOC family protein,LPG_RS01370,,320556,320942,-,NC_002942.5,0,0,0,0
272,WP_015444892.1,MFS transporter,LPG_RS01375,,320939,322126,-,NC_002942.5,0,0,0,0
273,WP_010946035.1,LysR family transcriptional regulator,LPG_RS01380,,322271,323134,+,NC_002942.5,0,0,0,0
274,WP_010946036.1,Dot/Icm T4SS effector SdbA,LPG_RS01385,sdbA,323554,326904,+,NC_002942.5,1,1,1,1
275,WP_010946037.1,Dot/Icm T4SS effector LegG2,LPG_RS01390,legG2,327062,328561,+,NC_002942.5,1,1,1,1
276,WP_010946038.1,EAL domain-containing protein,LPG_RS01395,,328627,330849,-,NC_002942.5,0,0,0,0
277,WP_010946039.1,ATP-binding protein,LPG_RS01400,,330852,332267,-,NC_002942.5,0,0,0,1
278,WP_015444889.1,FIST C-terminal domain-containing protein,LPG_RS01405,,332290,333453,-,NC_002942.5,0,0,0,0
279,WP_010946041.1,LysR family transcriptional regulator,LPG_RS01410,,333622,334503,-,NC_002942.5,0,0,0,0
280,WP_010946042.1,amino acid permease,LPG_RS01415,,334725,335909,-,NC_002942.5,0,0,0,0
281,WP_010946043.1,class I SAM-dependent methyltransferase,LPG_RS01420,,335977,336753,-,NC_002942.5,0,0,0,0
282,WP_010946044.1,NAD-dependent formate dehydrogenase,LPG_RS01425,,336961,338172,+,NC_002942.5,0,0,0,0
283,WP_010946045.1,Dot/Icm T4SS effector Ceg10,LPG_RS01430,ceg10,338278,339402,-,NC_002942.5,1,1,1,1
284,WP_010946046.1,Dot/Icm T4SS effector Lem2,LPG_RS01435,lem2,339639,340322,+,NC_002942.5,1,1,1,1
285,WP_015444884.1,SDR family NAD(P)-dependent oxidoreductase,LPG_RS01440,,340430,341203,+,NC_002942.5,0,0,0,0
286,WP_011214602.1,hypothetical protein,LPG_RS01445,,341722,341952,+,NC_002942.5,0,0,0,0
287,WP_015444882.1,elongation factor P,LPG_RS01450,efp,342005,342574,-,NC_002942.5,0,0,0,0
288,WP_010946049.1,EF-P beta-lysylation protein EpmB,LPG_RS01455,epmB,342646,343626,+,NC_002942.5,0,0,0,0
289,WP_015444881.1,polyphosphate kinase 1,LPG_RS01460,ppk1,343695,345767,-,NC_002942.5,0,0,0,0
290,WP_010946051.1,patatin-like phospholipase family protein,LPG_RS01465,,345808,347013,-,NC_002942.5,0,0,0,0
291,WP_010946052.1,chromate transporter,LPG_RS01470,,347089,347622,-,NC_002942.5,0,0,0,0
292,WP_015444880.1,hypothetical protein,LPG_RS01475,,347619,348239,-,NC_002942.5,0,0,0,0
293,WP_010946054.1,acyl-CoA dehydrogenase,LPG_RS01480,,348415,350853,+,NC_002942.5,0,0,0,0
294,WP_010946055.1,lpg0294 family Dot/Icm T4SS effector,LPG_RS01485,,350967,351659,+,NC_002942.5,1,1,1,1
295,WP_010946056.1,nucleotidyltransferase family protein,LPG_RS01490,,351696,352358,-,NC_002942.5,0,0,0,0
296,WP_015444878.1,phosphotransferase,LPG_RS01495,,352355,353332,-,NC_002942.5,0,0,0,0
297,WP_016356722.1,LPS-assembly protein LptD,LPG_RS01500,,353575,356094,+,NC_002942.5,0,0,0,0
298,WP_015444876.1,peptidylprolyl isomerase,LPG_RS01505,,356270,357559,+,NC_002942.5,0,0,0,0
299,WP_010946060.1,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,LPG_RS01510,pdxA,357556,358530,+,NC_002942.5,0,0,0,0
300,WP_010946061.1,dihydrofolate reductase,LPG_RS01515,,358532,359023,+,NC_002942.5,0,0,0,0
301,WP_010946062.1,DUF3421 domain-containing protein,LPG_RS01520,,359030,359575,-,NC_002942.5,0,0,0,0
302,WP_010946066.1,elongation factor Tu,LPG_RS01570,tuf,365435,366625,+,NC_002942.5,0,0,0,0
303,WP_013101066.1,preprotein translocase subunit SecE,LPG_RS01580,secE,366816,367145,+,NC_002942.5,0,0,0,0
304,WP_014840953.1,transcription termination/antitermination protein NusG,LPG_RS01585,nusG,367148,367696,+,NC_002942.5,0,0,0,0
305,WP_010946069.1,50S ribosomal protein L11,LPG_RS01590,rplK,367807,368241,+,NC_002942.5,0,0,0,0
306,WP_010946070.1,50S ribosomal protein L1,LPG_RS01595,rplA,368251,368946,+,NC_002942.5,0,0,0,0
307,WP_010946071.1,50S ribosomal protein L10,LPG_RS01600,rplJ,369119,369652,+,NC_002942.5,0,0,0,0
308,WP_010946072.1,50S ribosomal protein L7/L12,LPG_RS01605,rplL,369683,370063,+,NC_002942.5,0,0,0,0
309,WP_010946073.1,DNA-directed RNA polymerase subunit beta,LPG_RS01610,rpoB,370155,374261,+,NC_002942.5,0,0,0,0
310,WP_032802289.1,DNA-directed RNA polymerase subunit beta',LPG_RS01615,rpoC,374350,378555,+,NC_002942.5,0,0,0,0
311,WP_004450478.1,30S ribosomal protein S12,LPG_RS01620,rpsL,378669,379049,+,NC_002942.5,0,0,0,0
312,WP_010946075.1,30S ribosomal protein S7,LPG_RS01625,rpsG,379070,379597,+,NC_002942.5,0,0,0,0
313,WP_010946076.1,elongation factor G,LPG_RS01630,fusA,379612,381696,+,NC_002942.5,0,0,0,0
314,WP_010946066.1,elongation factor Tu,LPG_RS01635,tuf,381717,382907,+,NC_002942.5,0,0,0,0
315,WP_010946077.1,30S ribosomal protein S10,LPG_RS01640,rpsJ,382913,383230,+,NC_002942.5,0,0,0,0
316,WP_010946078.1,50S ribosomal protein L3,LPG_RS01645,rplC,383268,383915,+,NC_002942.5,0,0,0,0
317,WP_011945546.1,50S ribosomal protein L4,LPG_RS01650,rplD,383915,384520,+,NC_002942.5,0,0,0,0
318,WP_011213009.1,50S ribosomal protein L23,LPG_RS01655,rplW,384517,384813,+,NC_002942.5,0,0,0,0
319,WP_010946081.1,50S ribosomal protein L2,LPG_RS01660,rplB,384825,385652,+,NC_002942.5,0,0,0,0
320,WP_010946728.1,30S ribosomal protein S19,LPG_RS01665,rpsS,385671,385949,+,NC_002942.5,0,0,0,0
321,WP_010946083.1,50S ribosomal protein L22,LPG_RS01670,rplV,385959,386294,+,NC_002942.5,0,0,0,0
322,WP_010946084.1,30S ribosomal protein S3,LPG_RS01675,rpsC,386297,386953,+,NC_002942.5,0,0,0,0
323,WP_010946085.1,50S ribosomal protein L16,LPG_RS01680,rplP,386970,387383,+,NC_002942.5,0,0,0,0
324,WP_010946086.1,50S ribosomal protein L29,LPG_RS01685,rpmC,387383,387577,+,NC_002942.5,0,0,0,0
325,WP_010946087.1,30S ribosomal protein S17,LPG_RS01690,rpsQ,387579,387833,+,NC_002942.5,0,0,0,0
326,WP_010946088.1,50S ribosomal protein L14,LPG_RS01695,rplN,387922,388287,+,NC_002942.5,0,0,0,0
327,WP_010946089.1,50S ribosomal protein L24,LPG_RS01700,rplX,388300,388629,+,NC_002942.5,0,0,0,0
328,WP_010946090.1,50S ribosomal protein L5,LPG_RS01705,rplE,388645,389196,+,NC_002942.5,0,0,0,0
329,WP_010946091.1,30S ribosomal protein S14,LPG_RS01710,rpsN,389209,389511,+,NC_002942.5,0,0,0,0
330,WP_010946092.1,30S ribosomal protein S8,LPG_RS01715,rpsH,389534,389929,+,NC_002942.5,0,0,0,0
331,WP_010946093.1,50S ribosomal protein L6,LPG_RS01720,rplF,389947,390486,+,NC_002942.5,0,0,0,0
332,WP_010946094.1,50S ribosomal protein L18,LPG_RS01725,rplR,390497,390856,+,NC_002942.5,0,0,0,0
333,WP_010946095.1,30S ribosomal protein S5,LPG_RS01730,rpsE,390866,391372,+,NC_002942.5,0,0,0,0
334,WP_010946096.1,50S ribosomal protein L30,LPG_RS01735,rpmD,391375,391560,+,NC_002942.5,0,0,0,0
335,WP_010946097.1,50S ribosomal protein L15,LPG_RS01740,rplO,391560,391994,+,NC_002942.5,0,0,0,0
336,WP_014840959.1,preprotein translocase subunit SecY,LPG_RS01745,secY,391997,393325,+,NC_002942.5,0,0,0,0
337,WP_010946099.1,50S ribosomal protein L36,LPG_RS01750,rpmJ,393342,393455,+,NC_002942.5,0,0,0,0
338,WP_010946100.1,30S ribosomal protein S13,LPG_RS01755,rpsM,393533,393889,+,NC_002942.5,0,0,0,0
339,WP_010946101.1,30S ribosomal protein S11,LPG_RS01760,rpsK,393913,394311,+,NC_002942.5,0,0,0,0
340,WP_010946102.1,30S ribosomal protein S4,LPG_RS01765,rpsD,394328,394948,+,NC_002942.5,0,0,0,0
341,WP_010946103.1,DNA-directed RNA polymerase subunit alpha,LPG_RS01770,rpoA,394967,395959,+,NC_002942.5,0,0,0,0
342,WP_010946104.1,50S ribosomal protein L17,LPG_RS01775,rplQ,395978,396361,+,NC_002942.5,0,0,0,0
343,WP_015444870.1,single-stranded DNA-binding protein,LPG_RS01780,ssb,396429,396908,-,NC_002942.5,0,0,0,0
344,WP_010946106.1,MFS transporter,LPG_RS01785,,396992,398359,-,NC_002942.5,0,0,0,0
345,WP_010946107.1,enoyl-[acyl-carrier-protein,LPG_RS01790,fabL,398521,399279,+,NC_002942.5,0,0,0,0
346,WP_010946108.1,acyl carrier protein,LPG_RS01795,,399350,399763,+,NC_002942.5,0,0,0,0
347,WP_015444869.1,hypothetical protein,LPG_RS01800,,399763,400659,+,NC_002942.5,0,0,0,0
348,WP_010946110.1,beta-ketoacyl-[acyl-carrier-protein,LPG_RS01805,,400664,401956,+,NC_002942.5,0,0,0,0
349,WP_010946111.1,3-oxoacyl-ACP synthase,LPG_RS01810,,401957,403234,+,NC_002942.5,0,0,0,0
350,WP_010946112.1,lysophospholipid acyltransferase family protein,LPG_RS01815,,403227,404072,+,NC_002942.5,0,0,0,0
351,WP_010946113.1,Lpg0364 family Dot/Icm type IV secretion system effector,LPG_RS01820,,404182,404487,-,NC_002942.5,1,1,1,0
352,WP_010946114.1,lpg0365 family Dot/Icm T4SS effector,LPG_RS01825,,404662,407352,-,NC_002942.5,1,1,1,1
353,WP_010946115.1,diaminopimelate epimerase,LPG_RS01830,dapF,407663,408496,-,NC_002942.5,0,0,0,0
354,WP_015444868.1,lipoprotein,LPG_RS01835,,408506,408634,-,NC_002942.5,0,0,0,0
355,WP_015444867.1,hypothetical protein,LPG_RS01840,,408793,409155,-,NC_002942.5,0,0,0,0
356,WP_015444865.1,alpha/beta hydrolase fold domain-containing protein,LPG_RS01845,,409345,409992,+,NC_002942.5,0,0,0,0
357,WP_010946119.1,type II toxin-antitoxin system RatA family toxin,LPG_RS01850,,409989,410423,+,NC_002942.5,0,0,0,0
358,WP_010946120.1,RnfH family protein,LPG_RS01855,,410410,410682,+,NC_002942.5,0,0,0,0
359,WP_010946121.1,outer membrane protein assembly factor BamE,LPG_RS01860,,410771,411115,-,NC_002942.5,0,0,0,0
360,WP_011213031.1,ferric iron uptake transcriptional regulator,LPG_RS01865,fur,411313,411723,+,NC_002942.5,0,0,0,0
361,WP_015444862.1,GGDEF domain-containing protein,LPG_RS01870,,412554,413186,+,NC_002942.5,0,0,0,0
362,WP_010946123.1,hypothetical protein,LPG_RS01875,,413499,413885,-,NC_002942.5,0,0,0,0
363,WP_010946124.1,lpg0375 family Dot/Icm T4SS effector,LPG_RS01880,,414141,414740,+,NC_002942.5,1,1,1,0
364,WP_010946125.1,Dot/Icm T4SS effector SdhA,LPG_RS01885,sdhA,414780,419069,-,NC_002942.5,1,1,1,1
365,WP_010946126.1,N-formylglutamate amidohydrolase,LPG_RS01890,,419232,419975,-,NC_002942.5,0,0,0,0
366,WP_015444859.1,glutamate-cysteine ligase family protein,LPG_RS01895,,419956,421176,-,NC_002942.5,0,0,0,0
367,WP_010946128.1,RimK family protein,LPG_RS01900,,421169,422623,-,NC_002942.5,0,0,0,0
368,WP_015444858.1,C39 family peptidase,LPG_RS01905,,422627,423340,-,NC_002942.5,0,0,0,0
369,WP_010946130.1,DUF4442 domain-containing protein,LPG_RS01910,,423535,424008,-,NC_002942.5,0,0,0,0
370,WP_015444857.1,BON domain-containing protein,LPG_RS01915,,424005,424556,-,NC_002942.5,0,0,0,0
371,WP_015444856.1,hypothetical protein,LPG_RS01920,,424815,425273,-,NC_002942.5,0,0,0,0
372,WP_010946133.1,excinuclease ABC subunit UvrA,LPG_RS01925,uvrA,425369,428224,+,NC_002942.5,0,0,0,0
373,WP_010946134.1,LemA family protein,LPG_RS01930,,428407,428988,+,NC_002942.5,0,0,0,0
374,WP_010946135.1,zinc metalloprotease HtpX,LPG_RS01935,htpX,428999,430018,+,NC_002942.5,0,0,0,0
375,WP_010946136.1,ABC transporter permease,LPG_RS01940,,430045,430818,-,NC_002942.5,0,0,0,0
376,WP_010946137.1,ABC transporter ATP-binding protein,LPG_RS01945,,430808,431722,-,NC_002942.5,0,0,0,0
377,WP_010946139.1,Dot/Icm T4SS effector VipA,LPG_RS01950,vipA,431953,433011,-,NC_002942.5,1,1,1,1
378,WP_015444855.1,2OG-Fe(II) oxygenase,LPG_RS01955,,433098,433736,-,NC_002942.5,0,0,0,0
379,WP_010946141.1,M48 family metallopeptidase,LPG_RS01960,,433822,434529,-,NC_002942.5,0,0,0,0
380,WP_014326637.1,hypothetical protein,LPG_RS01965,,434714,434995,-,NC_002942.5,0,0,0,0
381,WP_010946142.1,Lpg0393 family guanine-nucleotide exchange effector,LPG_RS01970,,435144,436007,+,NC_002942.5,1,1,1,1
382,WP_010946143.1,methylated-DNA--[protein,LPG_RS01975,,436108,436563,-,NC_002942.5,0,0,0,0
383,WP_010946144.1,50S ribosomal protein L19,LPG_RS01980,rplS,436579,436944,-,NC_002942.5,0,0,0,0
384,WP_015444853.1,tRNA (guanosine(37)-N1)-methyltransferase TrmD,LPG_RS01985,trmD,436971,437723,-,NC_002942.5,0,0,0,0
385,WP_010946146.1,ribosome maturation factor RimM,LPG_RS01990,rimM,437723,438232,-,NC_002942.5,0,0,0,0
386,WP_010946148.1,30S ribosomal protein S16,LPG_RS01995,rpsP,438238,438498,-,NC_002942.5,0,0,0,0
387,WP_010946149.1,signal recognition particle protein,LPG_RS02000,ffh,438585,439961,-,NC_002942.5,0,0,0,0
388,WP_010946150.1,Dot/Icm T4SS effector LegA7,LPG_RS02005,legA7,440213,440887,-,NC_002942.5,1,1,1,1
389,WP_010946151.1,Dot/Icm T4SS effector AnkY/LegA9,LPG_RS02010,ankY,441321,443024,+,NC_002942.5,1,1,1,1
390,WP_010946152.1,Dot/Icm T4SS effector AnkG/AnkZ/LegA7,LPG_RS02015,ankG,443204,444748,+,NC_002942.5,1,1,1,1
391,WP_010946153.1,APC family permease,LPG_RS02020,,445085,446488,+,NC_002942.5,0,0,0,0
392,WP_010946154.1,lpg0405 family Dot/Icm T4SS effector,LPG_RS02025,,446478,447068,+,NC_002942.5,1,1,1,1
393,WP_010946155.1,carboxymuconolactone decarboxylase family protein,LPG_RS02030,,447268,447609,+,NC_002942.5,0,0,0,0
394,WP_010946156.1,hypothetical protein,LPG_RS02035,,447822,448265,-,NC_002942.5,0,0,0,0
395,WP_010946157.1,disulfide bond formation protein B,LPG_RS02040,,448284,448832,-,NC_002942.5,0,0,0,0
396,WP_011213058.1,twin transmembrane helix small protein,LPG_RS02045,,449249,449452,-,NC_002942.5,0,0,0,0
397,WP_010946158.1,SURF1 family protein,LPG_RS02050,,449520,450248,+,NC_002942.5,0,0,0,0
398,WP_010946159.1,hypothetical protein,LPG_RS02055,,450232,450777,+,NC_002942.5,0,0,0,0
399,WP_015444842.1,COX15/CtaA family protein,LPG_RS02060,,450782,451789,+,NC_002942.5,0,0,0,0
400,WP_010946161.1,heme o synthase,LPG_RS02065,cyoE,451779,452663,+,NC_002942.5,0,0,0,0
401,WP_010946162.1,SCO family protein,LPG_RS02070,,452673,453314,+,NC_002942.5,0,0,0,0
402,WP_010946163.1,30S ribosomal protein S6--L-glutamate ligase,LPG_RS02075,rimK,453681,454589,+,NC_002942.5,0,0,0,0
403,WP_010946164.1,hypothetical protein,LPG_RS02080,,454593,454838,-,NC_002942.5,0,0,0,1
404,WP_010946165.1,glucose-6-phosphate dehydrogenase,LPG_RS02085,zwf,455156,456646,+,NC_002942.5,0,0,0,0
405,WP_015444840.1,6-phosphogluconolactonase,LPG_RS02090,pgl,456633,457346,+,NC_002942.5,0,0,0,0
406,WP_010946167.1,phosphogluconate dehydratase,LPG_RS02095,edd,457334,459172,+,NC_002942.5,0,0,0,0
407,WP_011945597.1,glucokinase,LPG_RS02100,glk,459159,460154,+,NC_002942.5,0,0,0,0
408,WP_010946169.1,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase,LPG_RS02105,,460141,460803,+,NC_002942.5,0,0,0,0
409,WP_010946170.1,sugar porter family MFS transporter,LPG_RS02110,,460916,462337,+,NC_002942.5,0,0,0,0
410,WP_010946171.1,Dot/Icm T4SS effector LegY,LPG_RS02115,legY,462427,463776,-,NC_002942.5,1,0,0,0
411,WP_010946172.1,helix-turn-helix transcriptional regulator,LPG_RS02120,,463902,464138,-,NC_002942.5,0,0,0,0
412,WP_010946173.1,DUF2975 domain-containing protein,LPG_RS02125,,464225,464764,-,NC_002942.5,0,0,0,0
413,WP_015444837.1,ferrochelatase,LPG_RS02130,hemH,464892,465887,-,NC_002942.5,0,0,0,0
414,WP_010946175.1,cold-shock protein,LPG_RS02135,,465998,466231,-,NC_002942.5,0,0,0,0
415,WP_015444836.1,HIT domain-containing protein,LPG_RS02140,,466468,466899,+,NC_002942.5,0,0,0,0
416,WP_015444835.1,VOC family protein,LPG_RS02145,,467113,467472,-,NC_002942.5,0,0,0,0
417,WP_010946178.1,TolC family protein,LPG_RS02150,,467559,468911,+,NC_002942.5,0,0,0,0
418,WP_015444833.1,HlyD family secretion protein,LPG_RS02155,,469051,470088,+,NC_002942.5,0,0,0,0
419,WP_015444832.1,hypothetical protein,LPG_RS02160,,470066,470998,+,NC_002942.5,0,0,0,0
420,WP_015444831.1,FUSC family protein,LPG_RS02165,,470977,471864,+,NC_002942.5,0,0,0,0
421,WP_010946182.1,helix-turn-helix transcriptional regulator,LPG_RS02170,,471886,472266,+,NC_002942.5,0,0,0,0
422,WP_010946183.1,hypothetical protein,LPG_RS02175,,472268,472795,-,NC_002942.5,0,0,0,0
423,WP_010946184.1,class I SAM-dependent methyltransferase,LPG_RS02180,,472961,473572,+,NC_002942.5,0,0,0,0
424,WP_010946185.1,Dot/Icm T4SS effector AnkJ/LegA11,LPG_RS02185,ankJ,473739,474548,-,NC_002942.5,1,1,1,1
425,WP_010946186.1,Dot/Icm T4SS effector Ceg14/sidL,LPG_RS02190,ceg14,474811,476811,+,NC_002942.5,1,1,1,1
426,WP_010946188.1,Dot/Icm T4SS effector Ceg15,LPG_RS02195,ceg15,477490,478539,-,NC_002942.5,1,1,0,1
427,WP_010946189.1,hypothetical protein,LPG_RS02200,,478631,478843,+,NC_002942.5,0,0,0,1
428,WP_010946190.1,type IVB secretion system protein IcmT,LPG_RS02205,icmT,479014,479274,+,NC_002942.5,0,0,0,0
429,WP_010946191.1,type IVB secretion system protein IcmS,LPG_RS02210,icmS,479275,479619,+,NC_002942.5,0,0,0,0
430,WP_010946192.1,type IVB secretion system protein IcmR,LPG_RS02215,icmR,479719,480081,+,NC_002942.5,0,1,1,1
431,WP_011214698.1,Dot/Icm secretion system protein IcmQ,LPG_RS02220,icmQ,480172,480747,+,NC_002942.5,0,1,1,0
432,WP_011214699.1,type IVB secretion system coupling complex protein DotM/IcmP,LPG_RS02225,icmP,480934,482064,+,NC_002942.5,0,0,0,0
433,WP_010946195.1,type IVB secretion system protein IcmO/DotL,LPG_RS02230,icmO,482061,484412,+,NC_002942.5,0,0,0,0
434,WP_010946196.1,type IVB secretion system protein IcmN/DotK,LPG_RS02235,icmN,484816,485385,+,NC_002942.5,0,0,0,0
435,WP_010946197.1,type IVB secretion system protein IcmM/DotJ,LPG_RS02240,icmM,485397,485681,+,NC_002942.5,0,0,0,0
436,WP_010946198.1,type IVB secretion system apparatus protein IcmL/DotI,LPG_RS02245,,485697,486335,+,NC_002942.5,0,0,0,0
437,WP_015444826.1,type IVB secretion system protein IcmK/DotH,LPG_RS02250,icmK,486338,487420,+,NC_002942.5,0,0,0,0
438,WP_010946200.1,type IVB secretion system protein DotG/IcmE,LPG_RS02255,dotG,487425,490571,+,NC_002942.5,0,0,0,0
439,WP_010946201.1,type IVB secretion system protein IcmG/DotF,LPG_RS02260,icmG,490586,491395,+,NC_002942.5,0,0,0,0
440,WP_010946202.1,type IVB secretion system protein IcmC/DotE,LPG_RS02265,icmC,491403,491987,+,NC_002942.5,0,0,0,0
441,WP_011214707.1,type IVB secretion system protein IcmD/DotP,LPG_RS02270,icmD,492013,492411,+,NC_002942.5,0,0,0,0
442,WP_011214708.1,type IVB secretion system protein IcmJDotN,LPG_RS02275,icmJ,492609,493235,+,NC_002942.5,0,0,0,0
443,WP_010946205.1,type IVB secretion system protein IcmB/DotO,LPG_RS02280,icmB,493271,496300,+,NC_002942.5,0,0,0,0
444,WP_010946206.1,MFS transporter,LPG_RS02285,,496446,497702,-,NC_002942.5,0,0,0,0
445,WP_010946207.1,type IVB secretion system protein IcmF,LPG_RS02290,icmF,497705,500626,-,NC_002942.5,0,0,0,0
446,WP_010946208.1,type IVB secretion system protein IcmH/DotU,LPG_RS02295,icmH,500626,501411,-,NC_002942.5,0,0,0,1
447,WP_010946209.1,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,LPG_RS02300,purH,501696,503285,-,NC_002942.5,0,0,0,0
448,WP_010946210.1,50S ribosomal protein L11 methyltransferase,LPG_RS02305,prmA,503312,504181,-,NC_002942.5,0,0,0,0
449,WP_011213101.1,acetyl-CoA carboxylase biotin carboxylase subunit,LPG_RS02310,accC,504183,505526,-,NC_002942.5,0,0,0,0
450,WP_010946212.1,acetyl-CoA carboxylase biotin carboxyl carrier protein,LPG_RS02315,accB,505539,506021,-,NC_002942.5,0,0,0,0
451,WP_010946213.1,type II 3-dehydroquinate dehydratase,LPG_RS02320,aroQ,506035,506472,-,NC_002942.5,0,0,0,0
452,WP_015444824.1,sodium-extruding oxaloacetate decarboxylase subunit alpha,LPG_RS02325,oadA,506674,508464,+,NC_002942.5,0,0,0,0
